wID,versionNum,category,object,trial,TRnum,condition,onset_time,run_num,viewpoint,response,onset
0120172_neurosketch,33,furniture,chair,0,0,-1,0.0,1,17,,0
0120172_neurosketch,33,furniture,chair,0,1,-1,0.0,1,17,,0
0120172_neurosketch,33,furniture,chair,0,2,-1,0.0,1,17,,0
0120172_neurosketch,33,furniture,chair,0,3,-1,0.0,1,17,,0
0120172_neurosketch,33,furniture,chair,0,4,-1,0.0,1,17,,0
0120172_neurosketch,33,furniture,chair,0,5,-1,0.0,1,17,,0
0120172_neurosketch,33,furniture,chair,0,6,-1,0.0,1,17,,0
0120172_neurosketch,33,furniture,chair,0,7,-1,0.0,1,17,,0
0120172_neurosketch,33,furniture,chair,0,8,0,12004.68,1,17,,1
0120172_neurosketch,33,furniture,chair,0,9,0,12004.68,1,17,,0
0120172_neurosketch,33,furniture,chair,0,10,0,12004.68,1,17,,0
0120172_neurosketch,33,furniture,chair,0,11,0,12004.68,1,17,,0
0120172_neurosketch,33,furniture,chair,0,12,0,12004.68,1,17,,0
0120172_neurosketch,33,furniture,bench,1,13,1,19502.49,1,37,bench,1
0120172_neurosketch,33,furniture,bench,1,14,1,19502.49,1,37,bench,0
0120172_neurosketch,33,furniture,bench,1,15,1,19502.49,1,37,bench,0
0120172_neurosketch,33,furniture,bed,2,16,1,24003.09,1,17,bed,1
0120172_neurosketch,33,furniture,bed,2,17,1,24003.09,1,17,bed,0
0120172_neurosketch,33,furniture,table,3,18,0,27001.09,1,11,table,1
0120172_neurosketch,33,furniture,table,3,19,0,27001.09,1,11,table,0
0120172_neurosketch,33,furniture,table,3,20,0,27001.09,1,11,table,0
0120172_neurosketch,33,furniture,bench,4,21,1,31503.71,1,32,bench,1
0120172_neurosketch,33,furniture,bench,4,22,1,31503.71,1,32,bench,0
0120172_neurosketch,33,furniture,bench,4,23,1,31503.71,1,32,bench,0
0120172_neurosketch,33,furniture,bench,4,24,1,31503.71,1,32,bench,0
0120172_neurosketch,33,furniture,table,5,25,0,37502.01,1,24,chair,1
0120172_neurosketch,33,furniture,table,5,26,0,37502.01,1,24,chair,0
0120172_neurosketch,33,furniture,table,5,27,0,37502.01,1,24,chair,0
0120172_neurosketch,33,furniture,bed,6,28,1,42002.59,1,12,bed,1
0120172_neurosketch,33,furniture,bed,6,29,1,42002.59,1,12,bed,0
0120172_neurosketch,33,furniture,bed,6,30,1,42002.59,1,12,bed,0
0120172_neurosketch,33,furniture,chair,7,31,0,46502.34,1,30,chair,1
0120172_neurosketch,33,furniture,chair,7,32,0,46502.34,1,30,chair,0
0120172_neurosketch,33,furniture,chair,7,33,0,46502.34,1,30,chair,0
0120172_neurosketch,33,furniture,bed,8,34,1,51002.07,1,9,,1
0120172_neurosketch,33,furniture,bed,8,35,1,51002.07,1,9,,0
0120172_neurosketch,33,2,table,9,36,0,54001.91,1,36,table,1
0120172_neurosketch,33,2,table,9,37,0,54001.91,1,36,table,0
0120172_neurosketch,33,furniture,chair,10,38,0,57002.65,1,7,chair,1
0120172_neurosketch,33,furniture,chair,10,39,0,57002.65,1,7,chair,0
0120172_neurosketch,33,furniture,chair,10,40,0,57002.65,1,7,chair,0
0120172_neurosketch,33,furniture,chair,10,41,0,57002.65,1,7,chair,0
0120172_neurosketch,33,furniture,bench,11,42,1,63001.83,1,11,bench,1
0120172_neurosketch,33,furniture,bench,11,43,1,63001.83,1,11,bench,0
0120172_neurosketch,33,furniture,bench,11,44,1,63001.83,1,11,bench,0
0120172_neurosketch,33,furniture,bench,11,45,1,63001.83,1,11,bench,0
0120172_neurosketch,33,furniture,bench,12,46,1,69002.03,1,23,bench,1
0120172_neurosketch,33,furniture,bench,12,47,1,69002.03,1,23,bench,0
0120172_neurosketch,33,furniture,bench,12,48,1,69002.03,1,23,bench,0
0120172_neurosketch,33,furniture,bench,12,49,1,69002.03,1,23,bench,0
0120172_neurosketch,33,furniture,table,13,50,0,75002.82,1,21,table,1
0120172_neurosketch,33,furniture,table,13,51,0,75002.82,1,21,table,0
0120172_neurosketch,33,furniture,bed,14,52,1,78002.31,1,34,bed,1
0120172_neurosketch,33,furniture,bed,14,53,1,78002.31,1,34,bed,0
0120172_neurosketch,33,furniture,chair,15,54,0,81001.5,1,33,chair,1
0120172_neurosketch,33,furniture,chair,15,55,0,81001.5,1,33,chair,0
0120172_neurosketch,33,furniture,chair,16,56,0,84002.83,1,25,chair,1
0120172_neurosketch,33,furniture,chair,16,57,0,84002.83,1,25,chair,0
0120172_neurosketch,33,furniture,table,17,58,0,87001.7,1,27,table,1
0120172_neurosketch,33,furniture,table,17,59,0,87001.7,1,27,table,0
0120172_neurosketch,33,furniture,table,17,60,0,87001.7,1,27,table,0
0120172_neurosketch,33,furniture,bench,18,61,1,91502.85,1,18,bench,1
0120172_neurosketch,33,furniture,bench,18,62,1,91502.85,1,18,bench,0
0120172_neurosketch,33,furniture,bench,18,63,1,91502.85,1,18,bench,0
0120172_neurosketch,33,2,bed,19,64,1,96002.33,1,8,bed,1
0120172_neurosketch,33,2,bed,19,65,1,96002.33,1,8,bed,0
0120172_neurosketch,33,furniture,bed,20,66,1,99003.19,1,35,bed,1
0120172_neurosketch,33,furniture,bed,20,67,1,99003.19,1,35,bed,0
0120172_neurosketch,33,furniture,bench,21,68,1,102002.32,1,27,bench,1
0120172_neurosketch,33,furniture,bench,21,69,1,102002.32,1,27,bench,0
0120172_neurosketch,33,furniture,chair,22,70,0,105001.99,1,0,chair,1
0120172_neurosketch,33,furniture,chair,22,71,0,105001.99,1,0,chair,0
0120172_neurosketch,33,furniture,table,23,72,0,108003.1,1,30,chair,1
0120172_neurosketch,33,furniture,table,23,73,0,108003.1,1,30,chair,0
0120172_neurosketch,33,furniture,table,23,74,0,108003.1,1,30,chair,0
0120172_neurosketch,33,furniture,table,23,75,0,108003.1,1,30,chair,0
0120172_neurosketch,33,furniture,table,24,76,0,114004.17,1,20,table,1
0120172_neurosketch,33,furniture,table,24,77,0,114004.17,1,20,table,0
0120172_neurosketch,33,furniture,table,24,78,0,114004.17,1,20,table,0
0120172_neurosketch,33,furniture,table,24,79,0,114004.17,1,20,table,0
0120172_neurosketch,33,furniture,chair,25,80,0,120003.12,1,2,chair,1
0120172_neurosketch,33,furniture,chair,25,81,0,120003.12,1,2,chair,0
0120172_neurosketch,33,furniture,chair,25,82,0,120003.12,1,2,chair,0
0120172_neurosketch,33,furniture,chair,25,83,0,120003.12,1,2,chair,0
0120172_neurosketch,33,furniture,bed,26,84,1,126002.71,1,4,bed,1
0120172_neurosketch,33,furniture,bed,26,85,1,126002.71,1,4,bed,0
0120172_neurosketch,33,furniture,bench,27,86,1,129002.86,1,4,bench,1
0120172_neurosketch,33,furniture,bench,27,87,1,129002.86,1,4,bench,0
0120172_neurosketch,33,furniture,bench,27,88,1,129002.86,1,4,bench,0
0120172_neurosketch,33,furniture,bed,28,89,1,133502.22,1,24,bed,1
0120172_neurosketch,33,furniture,bed,28,90,1,133502.22,1,24,bed,0
0120172_neurosketch,33,furniture,bed,28,91,1,133502.22,1,24,bed,0
0120172_neurosketch,33,2,bench,29,92,1,138002.79,1,22,bench,1
0120172_neurosketch,33,2,bench,29,93,1,138002.79,1,22,bench,0
0120172_neurosketch,33,furniture,table,30,94,0,141002.24,1,33,table,1
0120172_neurosketch,33,furniture,table,30,95,0,141002.24,1,33,table,0
0120172_neurosketch,33,furniture,chair,31,96,0,144002.27,1,18,chair,1
0120172_neurosketch,33,furniture,chair,31,97,0,144002.27,1,18,chair,0
0120172_neurosketch,33,furniture,chair,31,98,0,144002.27,1,18,chair,0
0120172_neurosketch,33,furniture,table,32,99,0,148502.37,1,19,table,1
0120172_neurosketch,33,furniture,table,32,100,0,148502.37,1,19,table,0
0120172_neurosketch,33,furniture,table,32,101,0,148502.37,1,19,table,0
0120172_neurosketch,33,furniture,bench,33,102,1,153002.41,1,14,bench,1
0120172_neurosketch,33,furniture,bench,33,103,1,153002.41,1,14,bench,0
0120172_neurosketch,33,furniture,bed,34,104,1,156002.84,1,25,bed,1
0120172_neurosketch,33,furniture,bed,34,105,1,156002.84,1,25,bed,0
0120172_neurosketch,33,furniture,bed,34,106,1,156002.84,1,25,bed,0
0120172_neurosketch,33,furniture,chair,35,107,0,160504.91,1,8,chair,1
0120172_neurosketch,33,furniture,chair,35,108,0,160504.91,1,8,chair,0
0120172_neurosketch,33,furniture,chair,35,109,0,160504.91,1,8,chair,0
0120172_neurosketch,33,furniture,chair,36,110,0,165002.64,1,6,table,1
0120172_neurosketch,33,furniture,chair,36,111,0,165002.64,1,6,table,0
0120172_neurosketch,33,furniture,chair,36,112,0,165002.64,1,6,table,0
0120172_neurosketch,33,furniture,bed,37,113,1,169502.52,1,13,bed,1
0120172_neurosketch,33,furniture,bed,37,114,1,169502.52,1,13,bed,0
0120172_neurosketch,33,furniture,bed,37,115,1,169502.52,1,13,bed,0
0120172_neurosketch,33,furniture,table,38,116,0,174001.7,1,3,chair,1
0120172_neurosketch,33,furniture,table,38,117,0,174001.7,1,3,chair,0
0120172_neurosketch,33,furniture,table,38,118,0,174001.7,1,3,chair,0
0120172_neurosketch,33,furniture,table,38,119,0,174001.7,1,3,chair,0
0120172_neurosketch,33,2,bench,39,120,1,180002.34,1,5,bench,1
0120172_neurosketch,33,2,bench,39,121,1,180002.34,1,5,bench,0
0120172_neurosketch,33,furniture,table,40,122,0,183002.41,1,38,table,1
0120172_neurosketch,33,furniture,table,40,123,0,183002.41,1,38,table,0
0120172_neurosketch,33,furniture,table,40,124,0,183002.41,1,38,table,0
0120172_neurosketch,33,furniture,bed,41,125,1,187502.97,1,38,bed,1
0120172_neurosketch,33,furniture,bed,41,126,1,187502.97,1,38,bed,0
0120172_neurosketch,33,furniture,bed,41,127,1,187502.97,1,38,bed,0
0120172_neurosketch,33,furniture,chair,42,128,0,192002.99,1,11,chair,1
0120172_neurosketch,33,furniture,chair,42,129,0,192002.99,1,11,chair,0
0120172_neurosketch,33,furniture,bench,43,130,1,195002.84,1,33,bench,1
0120172_neurosketch,33,furniture,bench,43,131,1,195002.84,1,33,bench,0
0120172_neurosketch,33,furniture,bench,43,132,1,195002.84,1,33,bench,0
0120172_neurosketch,33,furniture,bed,44,133,1,199502.9,1,10,bed,1
0120172_neurosketch,33,furniture,bed,44,134,1,199502.9,1,10,bed,0
0120172_neurosketch,33,furniture,bed,44,135,1,199502.9,1,10,bed,0
