wID,versionNum,category,object,trial,TRnum,condition,onset_time,run_num,viewpoint,response,onset
0120173_neurosketch,18,furniture,chair,0,0,-1,0.0,1,2,,0
0120173_neurosketch,18,furniture,chair,0,1,-1,0.0,1,2,,0
0120173_neurosketch,18,furniture,chair,0,2,-1,0.0,1,2,,0
0120173_neurosketch,18,furniture,chair,0,3,-1,0.0,1,2,,0
0120173_neurosketch,18,furniture,chair,0,4,-1,0.0,1,2,,0
0120173_neurosketch,18,furniture,chair,0,5,-1,0.0,1,2,,0
0120173_neurosketch,18,furniture,chair,0,6,-1,0.0,1,2,,0
0120173_neurosketch,18,furniture,chair,0,7,-1,0.0,1,2,,0
0120173_neurosketch,18,furniture,chair,0,8,1,12004.16,1,2,,1
0120173_neurosketch,18,furniture,chair,0,9,1,12004.16,1,2,,0
0120173_neurosketch,18,furniture,chair,0,10,1,12004.16,1,2,,0
0120173_neurosketch,18,furniture,chair,0,11,1,12004.16,1,2,,0
0120173_neurosketch,18,furniture,chair,0,12,1,12004.16,1,2,,0
0120173_neurosketch,18,furniture,chair,0,13,1,12004.16,1,2,,0
0120173_neurosketch,18,furniture,bench,1,14,0,21002.61,1,38,bench,1
0120173_neurosketch,18,furniture,bench,1,15,0,21002.61,1,38,bench,0
0120173_neurosketch,18,furniture,bench,1,16,0,21002.61,1,38,bench,0
0120173_neurosketch,18,furniture,bench,1,17,0,21002.61,1,38,bench,0
0120173_neurosketch,18,furniture,bed,2,18,0,27002.62,1,11,,1
0120173_neurosketch,18,furniture,bed,2,19,0,27002.62,1,11,,0
0120173_neurosketch,18,furniture,bed,2,20,0,27002.62,1,11,,0
0120173_neurosketch,18,furniture,table,3,21,1,31503.38,1,27,,1
0120173_neurosketch,18,furniture,table,3,22,1,31503.38,1,27,,0
0120173_neurosketch,18,furniture,table,4,23,1,34503.54,1,21,,1
0120173_neurosketch,18,furniture,table,4,24,1,34503.54,1,21,,0
0120173_neurosketch,18,furniture,bed,5,25,0,37502.56,1,12,bed,1
0120173_neurosketch,18,furniture,bed,5,26,0,37502.56,1,12,bed,0
0120173_neurosketch,18,furniture,bench,6,27,0,40501.65,1,13,bench,1
0120173_neurosketch,18,furniture,bench,6,28,0,40501.65,1,13,bench,0
0120173_neurosketch,18,furniture,chair,7,29,1,43502.79,1,13,chair,1
0120173_neurosketch,18,furniture,chair,7,30,1,43502.79,1,13,chair,0
0120173_neurosketch,18,furniture,chair,7,31,1,43502.79,1,13,chair,0
0120173_neurosketch,18,furniture,chair,7,32,1,43502.79,1,13,chair,0
0120173_neurosketch,18,furniture,bed,8,33,0,49503.76,1,31,,1
0120173_neurosketch,18,furniture,bed,8,34,0,49503.76,1,31,,0
0120173_neurosketch,18,furniture,bed,8,35,0,49503.76,1,31,,0
0120173_neurosketch,18,2,table,9,36,1,54002.15,1,38,,1
0120173_neurosketch,18,2,table,9,37,1,54002.15,1,38,,0
0120173_neurosketch,18,furniture,bench,10,38,0,57002.28,1,11,,1
0120173_neurosketch,18,furniture,bench,10,39,0,57002.28,1,11,,0
0120173_neurosketch,18,furniture,bench,10,40,0,57002.28,1,11,,0
0120173_neurosketch,18,furniture,chair,11,41,1,61501.85,1,11,,1
0120173_neurosketch,18,furniture,chair,11,42,1,61501.85,1,11,,0
0120173_neurosketch,18,furniture,chair,11,43,1,61501.85,1,11,,0
0120173_neurosketch,18,furniture,bench,12,44,0,66002.63,1,0,,1
0120173_neurosketch,18,furniture,bench,12,45,0,66002.63,1,0,,0
0120173_neurosketch,18,furniture,bench,12,46,0,66002.63,1,0,,0
0120173_neurosketch,18,furniture,table,13,47,1,70502.55,1,31,,1
