wID,versionNum,category,object,trial,TRnum,condition,onset_time,run_num,viewpoint,response,onset
1206161_neurosketch,18,furniture,chair,0,0,-1,0.0,1,36,,0
1206161_neurosketch,18,furniture,chair,0,1,-1,0.0,1,36,,0
1206161_neurosketch,18,furniture,chair,0,2,-1,0.0,1,36,,0
1206161_neurosketch,18,furniture,chair,0,3,-1,0.0,1,36,,0
1206161_neurosketch,18,furniture,chair,0,4,-1,0.0,1,36,,0
1206161_neurosketch,18,furniture,chair,0,5,-1,0.0,1,36,,0
1206161_neurosketch,18,furniture,chair,0,6,-1,0.0,1,36,,0
1206161_neurosketch,18,furniture,chair,0,7,-1,0.0,1,36,,0
1206161_neurosketch,18,furniture,chair,0,8,1,12004.36,1,36,,1
1206161_neurosketch,18,furniture,chair,0,9,1,12004.36,1,36,,0
1206161_neurosketch,18,furniture,chair,0,10,1,12004.36,1,36,,0
1206161_neurosketch,18,furniture,chair,0,11,1,12004.36,1,36,,0
1206161_neurosketch,18,furniture,chair,0,12,1,12004.36,1,36,,0
1206161_neurosketch,18,furniture,chair,0,13,1,12004.36,1,36,,0
1206161_neurosketch,18,furniture,table,1,14,1,21002.83,1,33,,1
1206161_neurosketch,18,furniture,table,1,15,1,21002.83,1,33,,0
1206161_neurosketch,18,furniture,table,1,16,1,21002.83,1,33,,0
1206161_neurosketch,18,furniture,table,1,17,1,21002.83,1,33,,0
1206161_neurosketch,18,furniture,bench,2,18,0,27001.62,1,5,,1
1206161_neurosketch,18,furniture,bench,2,19,0,27001.62,1,5,,0
1206161_neurosketch,18,furniture,bench,2,20,0,27001.62,1,5,,0
1206161_neurosketch,18,furniture,bed,3,21,0,31501.8,1,32,,1
1206161_neurosketch,18,furniture,bed,3,22,0,31501.8,1,32,,0
1206161_neurosketch,18,furniture,bed,4,23,0,34502.64,1,11,bed,1
1206161_neurosketch,18,furniture,bed,4,24,0,34502.64,1,11,bed,0
1206161_neurosketch,18,furniture,bed,4,25,0,34502.64,1,11,bed,0
1206161_neurosketch,18,furniture,bed,4,26,0,34502.64,1,11,bed,0
1206161_neurosketch,18,furniture,bench,5,27,0,40502.22,1,0,,1
1206161_neurosketch,18,furniture,bench,5,28,0,40502.22,1,0,,0
1206161_neurosketch,18,furniture,bench,5,29,0,40502.22,1,0,,0
1206161_neurosketch,18,furniture,chair,6,30,1,45003.38,1,39,,1
1206161_neurosketch,18,furniture,chair,6,31,1,45003.38,1,39,,0
1206161_neurosketch,18,furniture,chair,6,32,1,45003.38,1,39,,0
1206161_neurosketch,18,furniture,table,7,33,1,49501.58,1,23,table,1
1206161_neurosketch,18,furniture,table,7,34,1,49501.58,1,23,table,0
1206161_neurosketch,18,furniture,bench,8,35,0,52501.58,1,34,,1
1206161_neurosketch,18,furniture,bench,8,36,0,52501.58,1,34,,0
1206161_neurosketch,18,2,table,9,37,1,55502.71,1,28,,1
1206161_neurosketch,18,2,table,9,38,1,55502.71,1,28,,0
1206161_neurosketch,18,2,table,9,39,1,55502.71,1,28,,0
1206161_neurosketch,18,furniture,bed,10,40,0,60001.86,1,3,bed,1
1206161_neurosketch,18,furniture,bed,10,41,0,60001.86,1,3,bed,0
1206161_neurosketch,18,furniture,bed,10,42,0,60001.86,1,3,bed,0
1206161_neurosketch,18,furniture,chair,11,43,1,64501.94,1,17,,1
1206161_neurosketch,18,furniture,chair,11,44,1,64501.94,1,17,,0
1206161_neurosketch,18,furniture,bed,12,45,0,67501.98,1,24,,1
1206161_neurosketch,18,furniture,bed,12,46,0,67501.98,1,24,,0
1206161_neurosketch,18,furniture,table,13,47,1,70502.83,1,35,,1
1206161_neurosketch,18,furniture,table,13,48,1,70502.83,1,35,,0
1206161_neurosketch,18,furniture,table,13,49,1,70502.83,1,35,,0
1206161_neurosketch,18,furniture,chair,14,50,1,75002.27,1,25,table,1
1206161_neurosketch,18,furniture,chair,14,51,1,75002.27,1,25,table,0
1206161_neurosketch,18,furniture,bench,15,52,0,78002.04,1,4,bench,1
1206161_neurosketch,18,furniture,bench,15,53,0,78002.04,1,4,bench,0
1206161_neurosketch,18,furniture,table,16,54,1,81003.57,1,36,,1
1206161_neurosketch,18,furniture,table,16,55,1,81003.57,1,36,,0
