,IDs,AnchoredTrainedDiff_V1,AnchoredTrainedDiff_V2,AnchoredTrainedDiff_LOC,AnchoredTrainedDiff_IT,AnchoredTrainedDiff_fusiform,AnchoredTrainedDiff_parahippo,AnchoredTrainedDiff_PRC,AnchoredTrainedDiff_ento,AnchoredTrainedDiff_hipp,AnchoredControlDiff_V1,AnchoredControlDiff_V2,AnchoredControlDiff_LOC,AnchoredControlDiff_IT,AnchoredControlDiff_fusiform,AnchoredControlDiff_parahippo,AnchoredControlDiff_PRC,AnchoredControlDiff_ento,AnchoredControlDiff_hipp,UnanchoredTrainedDiff_V1,UnanchoredTrainedDiff_V2,UnanchoredTrainedDiff_LOC,UnanchoredTrainedDiff_IT,UnanchoredTrainedDiff_fusiform,UnanchoredTrainedDiff_parahippo,UnanchoredTrainedDiff_PRC,UnanchoredTrainedDiff_ento,UnanchoredTrainedDiff_hipp,UnanchoredControlDiff_V1,UnanchoredControlDiff_V2,UnanchoredControlDiff_LOC,UnanchoredControlDiff_IT,UnanchoredControlDiff_fusiform,UnanchoredControlDiff_parahippo,UnanchoredControlDiff_PRC,UnanchoredControlDiff_ento,UnanchoredControlDiff_hipp
10,0118172_neurosketch,-0.08694374840484301,-0.06967835778126205,-0.14277404059437157,-0.06707824388161165,-0.039167897268320984,-0.04342887384249183,0.04092556389934787,-0.03408939911626391,0.04680369271177709,-0.08827884566849015,-0.05698857033310864,0.008868632257792552,-0.08188781776324316,-0.007569945516060161,0.010448145963170674,-0.01690888874587776,-0.012944742822291133,-0.06632634765879691,-0.08015625461050913,-0.08049177205137109,-0.09289609349103733,-0.04544952734051999,-0.03474433926105447,-0.11750583162013484,0.012339918048575704,-0.026766171927957494,0.02284858305467763,-0.17811362282354648,-0.13597280577725773,-0.025000806902046868,-0.10241173474665877,0.002849187165699485,-0.014937988444874373,-0.023021004062456774,-0.004226947374289525,-0.036120573206998685
11,0119171_neurosketch,-0.03488416062791555,-0.03337295888255176,-0.013691265159768262,-0.0030069603029438396,-0.0002909512584780005,-0.07856608301312074,-0.0061912940095738556,0.024835610832360355,-0.009297368666859596,0.04572379837009999,0.02433899888005142,0.01843612424918234,0.027965233253523347,0.028263836754889582,0.16077971088986637,0.03215780120685774,-0.02602577078274443,0.03174847481356685,-0.01916033386975524,-0.020810397098369793,-0.03111609825960282,-0.0076089472400519,-0.0071457479826625425,0.02155612611718616,0.01732193601656662,0.0027455853478532966,-0.058439558394762336,0.012060754524004347,-0.009511734251849258,0.007057963632629449,0.03047592963829604,0.02092165258668366,0.1273628105470732,0.052590383219953574,0.022581231627827325,-0.0076108837235706606
12,0119172_neurosketch,-0.012171054541451787,-0.028047840450647177,-0.02344890425281168,-0.01558890835786414,-0.01786841386024529,-0.06087016511842741,-0.06953059692462266,0.010904558456973523,-0.027207080706048326,-0.06192459132556272,-0.07721104244584731,-0.07087268314884923,-0.12742847476724328,-0.13357225790226118,-0.34219561829595346,-0.18564334388293174,-0.07041863878126975,-0.2743821444024331,0.015168197244378012,0.007927353854635055,-0.03675128128718713,-0.018577219243495535,0.014997588439124465,0.005176181909484323,-0.06092538631342226,0.03825922177306784,0.0040938741644228616,0.012226941956989923,-0.013591155787179732,-0.04968136280697899,-0.12698210770825036,-0.14647355520641803,-0.4285969443314741,-0.24571750059965913,-0.06701386786235297,-0.3030975101254203
13,0119173_neurosketch,-0.07513030188388675,-0.04082860153607776,-0.013299484765941172,0.01689917131977936,0.0066663616788140145,-0.0006311430802143358,-0.02175529158961842,-0.0394184201365998,0.03609082404152275,0.01250736515210868,-9.126318560198632e-05,-0.009424230887170093,0.004145270778484256,0.006827908547301531,0.009956902103313958,0.10013147875567757,0.10892849276140787,0.03324120357606142,-0.0159253899627671,-0.0056148335950551576,-0.004785227438550144,0.07069685529811265,0.019592840846993476,0.02179977746924977,-0.02046537449844099,0.0019983685336948387,0.04409883150727312,0.023213333303880146,0.015417165261019827,0.011690124501862853,0.06068706066879059,0.032455660827831245,0.027990168706056306,0.06576470970630843,0.09671252386118057,0.04194967722760534
14,0119174_neurosketch,0.0076571304623322956,-0.024479194056453935,-0.0013261121035999524,0.01495713095220369,0.014566941847108716,-0.016999536761478307,0.0014139192204356,0.06293035705244521,0.07029888513764226,0.0503585333231506,0.019522502259856855,0.02018738495783634,0.07126878277202359,0.017834969202585926,0.0032461184853799785,0.00806324306426831,-0.0066663088287115535,0.028857327949083245,-0.10736412233181325,-0.09094532274504946,-0.030924404206393086,0.037639550767058494,0.019644199964862663,0.010042635396380284,0.014914667534135062,0.0223090869443337,0.03420423839222553,-0.0008896300616534347,-0.015729364733093998,0.0014886461427875974,0.055012576387753365,0.006205767914561622,-0.04076286607409191,0.001372135078485881,-0.023667598215005747,0.01976147754225588
15,0120171_neurosketch,0.04149852984249042,0.02353812801961183,0.005835610245886275,-0.029432075849349315,-0.004397904107992151,0.09121403006896267,0.050215643159995604,0.06520345717277043,-0.003406692809392764,0.12671331302671648,0.07797263267844431,0.015108629485545533,0.05789401511149633,0.017620154663095577,0.01793974897782058,-0.03830142484968291,-0.019544680537086023,0.009413661542299334,0.009647832636781761,0.010066064980512934,-0.020929097696560484,-0.03803082086781562,-0.022146187103946557,0.036987407170270936,-0.010747419918194723,-0.02084341880168661,0.04609629534651605,0.029050972003504483,0.020930340700730354,0.01611619231152006,0.08203440500284798,-0.007520852450773441,-0.016265568002001407,0.04689249090238512,0.11605010131362847,-0.059624874261555494
16,0120172_neurosketch,0.029173180259951526,0.014392159697471207,0.01564744249326397,0.019034872790844037,-0.013780275634435124,-0.024010784031611332,0.035028833701524376,0.02828352209473689,0.0640223633791619,0.021892386396275776,0.018590541440301422,0.030658543658365706,0.05046556607897573,0.028935185786288564,0.00742960064743603,-0.010266002206359204,0.09544649957239365,0.08062824999695956,0.05572382222271127,0.03756880006108343,0.02115139436328939,0.021750377042422553,-0.013514210979772678,-0.01794059890026667,0.08604513915776968,0.1358846622572666,0.021216417013252387,0.012183272341175944,0.018411826553210164,0.04815840684109829,0.058047776138452245,0.04330795238213336,0.05121198790151271,0.0405753150521615,0.13669867415496761,0.1298334498533784
17,0120173_neurosketch,-0.4323656925043956,-0.3150217785749655,0.003872135027576329,-0.08042181174733548,-0.041534295929040566,-0.035885565510151984,0.002413758098129104,-0.02780758183943388,-0.02659490618518079,-0.023828130535979763,-0.029804983430365417,-0.0436455274297996,-0.00655195720899332,0.01910789099091037,-0.025168528127148204,0.02100008010656107,0.05369372469411282,-0.014328752491030827,-0.45962427445643994,-0.3373051778324003,0.011916176539471968,-0.053723094755568135,-0.03762077132326158,-0.028607800587775123,-0.03299375848734187,-0.022111113475833943,-0.01165220109500864,-0.10306160356474381,-0.13783132878115933,-0.00744146016188052,-0.016643931585428318,0.03151331392345136,0.049082297032116196,0.033767558200258896,0.0648655020624439,0.01391824363890204
18,0123171_neurosketch,-0.04959915809218207,-0.021766848034033476,0.01792450666124329,0.03412440804570266,0.002453032132418792,-0.025884751086756697,-0.03461839448662779,-0.10419874717858801,-0.01075201270420073,-0.018264554999386368,-0.003012650011932877,0.0016470071585116264,-0.032001237675261196,0.027256705075984905,0.013786312131616962,0.05211292512762056,0.047651177662829614,0.01271176195861301,-0.00669189140712978,0.00311291371183009,0.003642400990378769,0.0006737216980248206,0.004080181666141325,-0.018271087799627383,0.015706730623409215,-0.14577550893597668,-0.007217120295079704,-0.014846788362756214,0.00700144376591616,0.004159312146982452,-0.03561320361846143,0.022196639777200156,-0.007264473051245335,0.03777601186471213,0.03772578853075981,-0.02401218813625383
19,0123173_neurosketch,-0.011611887507143814,-0.008164357489987922,-0.029878176012423874,0.0631385503214606,-0.0007976878995986647,0.057612593864886874,-0.0025882321811364073,-0.05052510016157741,-0.058458297750281996,-0.03767060869640576,-0.03471713980847624,-0.089072504529773,-0.0974135991703663,-0.05173982841801367,-0.0531917430784446,-0.026017646113067838,0.06407205841822627,-0.15901595739934227,-0.02089648614388495,-0.011979009472067259,-0.026020371424673172,-0.07347857784902834,0.00026513872114897197,0.04991612750370944,-0.0013450199009876762,-0.06428448275032639,-0.09357342199896435,-0.08611237908500041,-0.06217112209198811,-0.10834609686204544,-0.1048991959185045,-0.02377678686842294,-0.03761175459512722,-0.016160126755547788,0.046280550063588666,-0.13796445555214176
20,0124171_neurosketch,0.007906916039944867,0.008692728759410684,-0.011076300817268125,-0.014457397953150597,-0.009694777354647771,-0.028988179720029428,0.012793384504584726,0.01083220889833969,-0.006084933858019115,0.021460238516541497,0.015481474793747063,0.009046420566301616,0.004393892827737278,0.006549563305573131,0.04445364773645971,0.006779962343732571,-0.018877945157595666,-0.02720417818381271,0.012310549051504305,0.017316399940962346,-0.02102219144813061,-0.012526860537255269,-0.02453330211021032,-0.06469199158654237,-0.05408311047560521,-0.05965332406546131,-0.10225291251541702,0.033691970967019425,0.012083455443518576,0.005659570582722706,0.0440398558779278,-0.0009136196786579398,-0.01340114045079055,-0.04690940261219634,-0.07345075630727949,-0.08255280458605496
21,0125171_neurosketch,0.04053788425885374,0.036998339654263884,0.03243379233651403,0.07032663537246708,0.030134973426474476,0.04809739269333069,-0.020972599568141126,0.06690970074131058,0.0026023841989504803,-0.020617095055104007,-0.014548701332323166,0.0019095611985740224,0.031312535230139715,-0.0077456220709755386,0.017002043147455403,0.03742655115746757,0.002574895537277855,-0.008313956100228836,0.027854342500602203,0.031670443311879626,0.05013378011350034,0.11969356859665004,0.03257801691372625,0.06096799139761033,0.012631867438862576,0.0013418790092020183,0.03736258462151271,0.010714991496857174,-0.004664528329893336,-0.001873898836498411,0.002315880861427977,-0.01969447053384643,-0.04331876371704002,-0.04044931505405014,-0.04244781322922242,0.015200059510908692
22,0125172_neurosketch,0.007756484419603915,0.0053633492452618,-0.0006066276901613987,0.09253728646445591,0.015672527887291482,0.037260292095390835,0.031667928797527334,-0.011662060499069704,0.021579864174520458,-0.020054804760914258,-0.002921556044768986,-0.0020736006666300655,0.0008451828768345493,0.012389978957627557,0.0027599406850837838,0.0018091304623776838,-0.003859049775461254,-0.012935798183837333,0.004046288186318359,0.0012558849416606788,-0.0014767168669124198,0.035918921412837146,-0.002654244682543383,0.02278860398106186,0.02339283320802288,0.050130368753510846,0.003752628290816018,-0.00808876016316562,-0.0014669162835471705,-4.4480019004922156e-05,-0.02285559141237914,0.008513264854534297,0.00795210238443056,0.01613455399535546,-0.03443698237026993,0.017032593488370606
23,1121161_neurosketch,0.041794220614900846,0.0434373603816256,-0.0007538975167999118,0.07938468205265836,0.10871974650367278,0.027755008333377407,0.047064871386587326,0.031249255796579056,0.013301169135769897,-0.012943423353525996,0.0007110187578046601,0.01658492053387578,0.000608208947008082,-0.07769901511546196,-0.04261542960709541,-0.1403715066775839,-0.23858867585961574,-0.0777050069373248,-0.11996344212696353,-0.06529327198482893,-0.05549046218545972,-0.037591671320551856,0.0023146557980040505,-0.042717605918799806,-0.003957419704169185,0.024362687311028086,-0.08410043201791773,0.06898562288596427,0.053564864848413996,0.039957506012640365,0.04562875371300401,-0.029567306693069062,0.022918110250083723,-0.1152902527866988,-0.19955292746313202,-0.015520189281884034
24,1130161_neurosketch,-0.046217997552197077,-0.03790820869133932,-0.010638033699298971,-0.004105002942870528,-0.030301793748826467,-0.043635791240570154,-0.011384038066480973,-0.052519595445139566,-0.08440327922306029,0.020090146649403118,-0.007102569091429978,-0.015052347982605463,-0.020300326418643933,-0.034736347371596754,0.015224946353257884,0.02595590110210222,0.08071535655424489,-0.006206714766312071,-0.14595863182674373,-0.11976021652219704,-0.05880046310988002,-0.05359515658382985,-0.021274543844664873,-0.03861058426893893,-0.02102841813890599,0.010802030398293971,-0.031570876199051634,-0.14493571018021867,-0.09267286379423978,-0.09375053549222362,-0.12927130956268418,-0.12634597760334687,-0.1107156993645303,-0.0724105479604823,0.012996141993359522,-0.14183320541006295
25,1202161_neurosketch,-0.17951943512434132,-0.22103674111981952,-0.03700622178721824,-0.010324849074794584,-0.13274842125220782,0.11640421009729007,-0.08986430237482163,0.05242886238872707,-0.11175599841280859,-0.06517317544504986,-0.009525571366579444,-0.011965730079930181,0.004061799233458119,-0.03372655398566626,-0.053348908632939285,-0.02947489049749763,-0.0020974074683139388,-0.030157044036342784,-0.11881550123148998,-0.21113634559416605,-0.05603581522478318,-0.09905775622817337,-0.14618976258387273,-0.0306905939615556,-0.07254872122503364,-0.0027482391219895153,-0.3010119443968603,0.07284366039945633,0.03953609151089377,-0.017492256956459173,-0.06456751999952037,-0.03111076491078113,-0.07825469065775015,-0.03623249767662551,0.0010215097283363672,-0.01657355630541646
26,1203161_neurosketch,-0.01508656263900049,0.0002303644424008211,0.008267794479578705,0.047819333890838145,0.03934538930653553,0.08671980772649818,0.07020311436653448,0.07198413479480276,0.06215261415898893,-0.004147299347493194,0.026356726772226557,0.008595836450853933,0.0019313518835912813,0.020300805393013654,-0.11347187088690414,-0.03432934596512238,0.0025777819781711564,0.037884220149332515,0.003650254556619381,0.005730526864239971,0.00610251027370029,0.05656988309316158,0.03213197286037639,-0.12097747107542911,-0.01355148289390673,0.04839052860553483,-0.044597223409518216,-0.17512421836265235,-0.062426790716905156,-0.039243188180718314,-0.08908949363519869,-0.06467651703644528,-0.388079221662498,-0.17170046347691348,-0.06730950068555863,-0.061745712186078716
27,1206161_neurosketch,0.0029731788731857667,-0.00948944539644686,0.008930099958823545,0.012843298000700942,-0.00670675151723088,-0.15329005691809955,0.012425965058065203,-0.06089694654934047,-0.010469331208415034,0.014457286817617376,0.017403704951146903,0.028744907997974356,0.03631008707626504,0.0042701168488833985,-0.013140915099279449,-0.05835935595114122,-0.06392754628652714,-0.03942464376929511,-0.00921393057856601,-0.033903483050610195,0.012375558841370982,-0.05379208046286832,-0.0499085653320992,0.03267763441537075,-0.0005997295192412544,-0.021565239300028294,-0.047716150654512623,0.026036948065578547,0.02926137747621027,-0.0008980931494634303,-0.003046802746253907,0.023225740590191557,0.10447671362439814,0.09884057550592051,0.08523889750921321,0.008867235209838342
28,1206162_neurosketch,0.006908328639836647,0.016941989216896602,0.008996669804571283,0.042879960425117825,0.0019017008771892996,-0.0497592161442697,0.028428937958186462,0.055758967125510706,0.00531494414845779,-0.010133135186983416,-0.02866452971026992,-0.010922612964343353,-0.00045373701837153613,0.012161231885056079,0.003831180414141988,0.00416404375942242,-0.05856532219770216,-0.006192769651927277,0.08543443213397989,0.08075476455737784,0.00910215424429639,0.05459060978093655,0.02953656163766427,-0.09318074772162299,0.01794403232472286,0.06804923700208787,0.04632659129368477,-0.01650181146834906,-0.04314933351856792,-0.013738003432277823,-0.026051637790773574,0.010363016290807714,0.02577166573986489,-0.02059402711241587,-0.021220220533005874,-0.02300801282059084
29,1206163_neurosketch,-0.1952939433360853,-0.07273445962023112,-0.015405065616952818,0.016922600783033814,-0.006308721191764399,-0.04623568864234168,-0.06078324814458441,0.029419051276830976,0.036703060376284846,0.020439999688075472,-0.020320241489389795,-0.010697537720063988,0.049850449213572456,0.019893093022109426,0.0627579479747073,0.06063870628491319,0.08797049658090583,0.05006376614635605,-0.14083601796223177,-0.0662357659129062,-0.016920194680134892,0.02549646563335517,0.004717645917976077,0.02510754562320816,0.04038758096770101,0.10915364552780404,-0.008354171423204937,0.002977348299946392,-0.04219640977880773,-0.017083006347294094,0.03878443303001167,0.009247815797012782,-0.01205666863411159,-0.020130734100801018,0.001783866447734539,0.036095656539979815
30,1207162_neurosketch,0.006778303296834237,0.006076445049898405,0.014918578662444754,0.06112462508917624,0.011551794190898801,-0.020393219153074793,0.004546130756080402,0.04071597850879971,0.0005529327405387474,0.007637738345837114,0.010080575853662982,0.003770506708971888,-0.015431492347249998,-0.006913831179931468,-0.04468638794168278,0.0032374685612998055,-0.035878019947374384,0.014946196661871358,0.014806087704613557,0.018457829567188277,0.017885559079019064,0.050629280455309456,0.020147502229212577,-0.04013262591232414,-0.01392827968514887,0.06052088600166183,-0.007964052290768242,-0.020505096475904316,-0.005187399300112638,-0.0014980248330305757,-0.06573717262439349,-0.011442092200671161,-0.06202070335163856,0.0193936192488412,-0.07267027685460925,-0.003954725416482119
