roi_formatted,subj,phase,trained,target_prob_raw
PHC,0118172,post,False,0.2706918707637248
PHC,0118172,post,True,0.2775663663594041
PHC,0118172,pre,False,0.2814659849193377
PHC,0118172,pre,True,0.2789464381494312
PHC,0119171,post,False,0.2603566637808336
PHC,0119171,post,True,0.3028139973626873
PHC,0119171,pre,False,0.2900852292718824
PHC,0119171,pre,True,0.26079364111882025
PHC,0119172,post,False,0.28460790234801714
PHC,0119172,post,True,0.2980368209751835
PHC,0119172,pre,False,0.2854818838987319
PHC,0119172,pre,True,0.24465985086805878
PHC,0119173,post,False,0.31071183941736125
PHC,0119173,post,True,0.30151491699837735
PHC,0119173,pre,False,0.3207056522816175
PHC,0119173,pre,True,0.23649287459989984
PHC,0119174,post,False,0.21534508491895482
PHC,0119174,post,True,0.27773663509197305
PHC,0119174,pre,False,0.24314290779495412
PHC,0119174,pre,True,0.31807355782799374
PHC,0120171,post,False,0.294867774648614
PHC,0120171,post,True,0.2782031350777944
PHC,0120171,pre,False,0.2768835499129151
PHC,0120171,pre,True,0.2587647777776343
PHC,0120172,post,False,0.2612266554581686
PHC,0120172,post,True,0.25624430309356716
PHC,0120172,pre,False,0.2685498439149773
PHC,0120172,pre,True,0.23072779299945195
PHC,0120173,post,False,0.3003515267217161
PHC,0120173,post,True,0.2835922250689988
PHC,0120173,pre,False,0.25880537370524964
PHC,0120173,pre,True,0.26727438118778774
PHC,0123171,post,False,0.2558426290156878
PHC,0123171,post,True,0.2962230700637217
PHC,0123171,pre,False,0.2632839195145247
PHC,0123171,pre,True,0.28822361869390456
PHC,0123173,post,False,0.2714479984580056
PHC,0123173,post,True,0.2845226222105807
PHC,0123173,pre,False,0.245488856867647
PHC,0123173,pre,True,0.24803779511187934
PHC,0124171,post,False,0.3376852350293276
PHC,0124171,post,True,0.32124321873875167
PHC,0124171,pre,False,0.3050870323344805
PHC,0124171,pre,True,0.3209874822150543
PHC,0125171,post,False,0.28157551456387775
PHC,0125171,post,True,0.23258226411092786
PHC,0125171,pre,False,0.24846785007816669
PHC,0125171,pre,True,0.293064676697698
PHC,0125172,post,False,0.23258324233205424
PHC,0125172,post,True,0.2535359912153461
PHC,0125172,pre,False,0.2601306736134617
PHC,0125172,pre,True,0.2953146174369551
PHC,1121161,post,False,0.25227592137906185
PHC,1121161,post,True,0.25300479127034575
PHC,1121161,pre,False,0.24400569720702894
PHC,1121161,pre,True,0.2729129724154896
PHC,1130161,post,False,0.29096375176341105
PHC,1130161,post,True,0.26149676021799684
PHC,1130161,pre,False,0.25555820470367613
PHC,1130161,pre,True,0.30675311288143026
PHC,1202161,post,False,0.29461744885967284
PHC,1202161,post,True,0.23339715552696189
PHC,1202161,pre,False,0.18123437780197374
PHC,1202161,pre,True,0.28565064685783914
PHC,1203161,post,False,0.2530038861587931
PHC,1203161,post,True,0.2854523732334081
PHC,1203161,pre,False,0.2286983072221284
PHC,1203161,pre,True,0.2729855527325377
PHC,1206161,post,False,0.244959217484141
PHC,1206161,post,True,0.2705349240359265
PHC,1206161,pre,False,0.24034764591114652
PHC,1206161,pre,True,0.2616033305624653
PHC,1206162,post,False,0.2715527085784133
PHC,1206162,post,True,0.2622991458971595
PHC,1206162,pre,False,0.2624139334729332
PHC,1206162,pre,True,0.2611314644645043
PHC,1206163,post,False,0.3014022901515423
PHC,1206163,post,True,0.3117271121563708
PHC,1206163,pre,False,0.27293503144464604
PHC,1206163,pre,True,0.2896122934688619
PHC,1207162,post,False,0.258732683844533
PHC,1207162,post,True,0.2703854339982289
PHC,1207162,pre,False,0.2757646049344021
PHC,1207162,pre,True,0.30170424470528545
PRC,0110171,post,False,0.2523803319504824
PRC,0110171,post,True,0.30699126670593035
PRC,0110171,pre,False,0.2721157389912194
PRC,0110171,pre,True,0.24823838920164207
PRC,0110172,post,False,0.22616147464848582
PRC,0110172,post,True,0.30818820851468554
PRC,0110172,pre,False,0.276650947699819
PRC,0110172,pre,True,0.24345478974574725
PRC,0111171,post,False,0.21338775425662151
PRC,0111171,post,True,0.30995725301852084
PRC,0111171,pre,False,0.24440661299602356
PRC,0111171,pre,True,0.3074100647503031
PRC,0112171,post,False,0.27660546160328503
PRC,0112171,post,True,0.2956130500687574
PRC,0112171,pre,False,0.2563720210185782
PRC,0112171,pre,True,0.2917153245314318
PRC,0112172,post,False,0.27333697015912917
PRC,0112172,post,True,0.23589071238692325
PRC,0112172,pre,False,0.21768921123653015
PRC,0112172,pre,True,0.19619087948960148
PRC,0112173,post,False,0.2550501458548978
PRC,0112173,post,True,0.2821141620914475
PRC,0112173,pre,False,0.2623876303261401
PRC,0112173,pre,True,0.27653283290244135
PRC,0113171,post,False,0.24865655283837307
PRC,0113171,post,True,0.21543035230653854
PRC,0113171,pre,False,0.24395914081334866
PRC,0113171,pre,True,0.24144788633469033
PRC,0115174,post,False,0.2636354945643494
PRC,0115174,post,True,0.22096696012261305
PRC,0115174,pre,False,0.25151660868447984
PRC,0115174,pre,True,0.30884265862750715
PRC,0117171,post,False,0.29966915806010663
PRC,0117171,post,True,0.260293763848536
PRC,0117171,pre,False,0.26248683919235427
PRC,0117171,pre,True,0.18523049243041373
PRC,0118171,post,False,0.27619149781244323
PRC,0118171,post,True,0.2474744813914854
PRC,0118171,pre,False,0.23507448393380406
PRC,0118171,pre,True,0.21384960130053035
PRC,0118172,post,False,0.26825827035570915
PRC,0118172,post,True,0.24005157517709544
PRC,0118172,pre,False,0.2711381210997095
PRC,0118172,pre,True,0.2329506960080526
PRC,0119171,post,False,0.2396033923198087
PRC,0119171,post,True,0.2325016800063552
PRC,0119171,pre,False,0.2646791526217368
PRC,0119171,pre,True,0.2317105240231981
PRC,0119172,post,False,0.2613811562513363
PRC,0119172,post,True,0.19964395721460343
PRC,0119172,pre,False,0.2408533896077087
PRC,0119172,pre,True,0.22007890099089011
PRC,0119173,post,False,0.22538967447753025
PRC,0119173,post,True,0.2864868571222293
PRC,0119173,pre,False,0.27220381310692016
PRC,0119173,pre,True,0.23988668816749775
PRC,0119174,post,False,0.29696630391590756
PRC,0119174,post,True,0.24766421670544533
PRC,0119174,pre,False,0.32122688717102543
PRC,0119174,pre,True,0.17794782231510992
PRC,0120171,post,False,0.23876823957577228
PRC,0120171,post,True,0.2757857149215698
PRC,0120171,pre,False,0.22727555956071752
PRC,0120171,pre,True,0.2540357750657342
PRC,0120172,post,False,0.3034497694799406
PRC,0120172,post,True,0.2624137163672813
PRC,0120172,pre,False,0.24729715296334526
PRC,0120172,pre,True,0.2999438558651336
PRC,0120173,post,False,0.24200076460696582
PRC,0120173,post,True,0.22035743066831567
PRC,0120173,pre,False,0.2772299371068237
PRC,0120173,pre,True,0.2959242534426606
PRC,0123171,post,False,0.2446830887514358
PRC,0123171,post,True,0.21150242114303713
PRC,0123171,pre,False,0.28429963927309815
PRC,0123171,pre,True,0.22485633911286773
PRC,0123173,post,False,0.31402970807983754
PRC,0123173,post,True,0.2811951091261161
PRC,0123173,pre,False,0.2790514651985526
PRC,0123173,pre,True,0.20791647532404864
PRC,0124171,post,False,0.25671353712261274
PRC,0124171,post,True,0.23566227261308242
PRC,0124171,pre,False,0.26329524152790607
PRC,0124171,pre,True,0.23714107260237743
PRC,0125171,post,False,0.28269625809904697
PRC,0125171,post,True,0.2250863887463884
PRC,0125171,pre,False,0.25233228521656254
PRC,0125171,pre,True,0.2625481553269774
PRC,0125172,post,False,0.28387940654327803
PRC,0125172,post,True,0.2942690509621592
PRC,0125172,pre,False,0.2556850124032813
PRC,0125172,pre,True,0.2513886976351606
PRC,1121161,post,False,0.2611429159789648
PRC,1121161,post,True,0.23929334580732636
PRC,1121161,pre,False,0.1896114860756543
PRC,1121161,pre,True,0.23008099115898598
PRC,1130161,post,False,0.2371553278298621
PRC,1130161,post,True,0.23772325360483376
PRC,1130161,pre,False,0.2830553160582695
PRC,1130161,pre,True,0.25454737947921996
PRC,1202161,post,False,0.23851911091747735
PRC,1202161,post,True,0.2445155520378512
PRC,1202161,pre,False,0.2643073528903722
PRC,1202161,pre,True,0.26427212074827505
PRC,1203161,post,False,0.20998962504781785
PRC,1203161,post,True,0.24409982999055782
PRC,1203161,pre,False,0.2409848808145476
PRC,1203161,pre,True,0.25701303623226235
PRC,1206161,post,False,0.2375157329772414
PRC,1206161,post,True,0.2068838023171519
PRC,1206161,pre,False,0.23792761176016178
PRC,1206161,pre,True,0.27261354463291687
PRC,1206162,post,False,0.19030136686976534
PRC,1206162,post,True,0.23233917594714498
PRC,1206162,pre,False,0.2373806374110134
PRC,1206162,pre,True,0.2948366691779004
PRC,1206163,post,False,0.17186792917270038
PRC,1206163,post,True,0.25649469179728884
PRC,1206163,pre,False,0.22158146875368462
PRC,1206163,pre,True,0.223433467325568
PRC,1207162,post,False,0.25014727861169206
PRC,1207162,post,True,0.24182700336956903
PRC,1207162,pre,False,0.2550962653341851
PRC,1207162,pre,True,0.26460197310859507
V1,0110171,post,False,0.3781609769785351
V1,0110171,post,True,0.32360496282526674
V1,0110171,pre,False,0.37003833216740056
V1,0110171,pre,True,0.37266170883297256
V1,0110172,post,False,0.31938266982339497
V1,0110172,post,True,0.280053312249969
V1,0110172,pre,False,0.3335876772156369
V1,0110172,pre,True,0.32409491191363105
V1,0111171,post,False,0.3354698846982235
V1,0111171,post,True,0.3257364285126306
V1,0111171,pre,False,0.348809515616303
V1,0111171,pre,True,0.33753889581336793
V1,0112171,post,False,0.2749494134769329
V1,0112171,post,True,0.29020651766186417
V1,0112171,pre,False,0.28678793956313176
V1,0112171,pre,True,0.3157708719980602
V1,0112172,post,False,0.3141751840030322
V1,0112172,post,True,0.3134186672745879
V1,0112172,pre,False,0.29648070386816094
V1,0112172,pre,True,0.2895621536996854
V1,0112173,post,False,0.28451090651597755
V1,0112173,post,True,0.38042210606451327
V1,0112173,pre,False,0.30861584981952317
V1,0112173,pre,True,0.3456978134208589
V1,0113171,post,False,0.3579938857380388
V1,0113171,post,True,0.4351145760186771
V1,0113171,pre,False,0.3600849706867356
V1,0113171,pre,True,0.4047051515545709
V1,0115174,post,False,0.3212267829846202
V1,0115174,post,True,0.392861564460791
V1,0115174,pre,False,0.287300639518154
V1,0115174,pre,True,0.3898122783798309
V1,0117171,post,False,0.40136349968623825
V1,0117171,post,True,0.3411632867868708
V1,0117171,pre,False,0.3434244759534387
V1,0117171,pre,True,0.31270966075388573
V1,0118171,post,False,0.2616557631238552
V1,0118171,post,True,0.33139759513150596
V1,0118171,pre,False,0.2359114452467245
V1,0118171,pre,True,0.2597817005165917
V1,0118172,post,False,0.29295777461619654
V1,0118172,post,True,0.4069484589151628
V1,0118172,pre,False,0.2915892684830303
V1,0118172,pre,True,0.3943644121520519
V1,0119171,post,False,0.3650550455260667
V1,0119171,post,True,0.2559933697614146
V1,0119171,pre,False,0.42675442868406693
V1,0119171,pre,True,0.34169902553114184
V1,0119172,post,False,0.2376602650494218
V1,0119172,post,True,0.28598463301447163
V1,0119172,pre,False,0.25941511034123743
V1,0119172,pre,True,0.2806195570673345
V1,0119173,post,False,0.3961454448265136
V1,0119173,post,True,0.3250362669134618
V1,0119173,pre,False,0.38868238391640897
V1,0119173,pre,True,0.28879597181757327
V1,0119174,post,False,0.27933298432019055
V1,0119174,post,True,0.3956735012084046
V1,0119174,pre,False,0.2947082433652176
V1,0119174,pre,True,0.30831422615112747
V1,0120171,post,False,0.4018108403504018
V1,0120171,post,True,0.2955254492064544
V1,0120171,pre,False,0.411211244019992
V1,0120171,pre,True,0.314459851928033
V1,0120172,post,False,0.3122909077359808
V1,0120172,post,True,0.329909187081668
V1,0120172,pre,False,0.2782910917075718
V1,0120172,pre,True,0.28724717666812666
V1,0120173,post,False,0.3640510098860826
V1,0120173,post,True,0.34438299885206597
V1,0120173,pre,False,0.33081394964978705
V1,0120173,pre,True,0.2787004271789968
V1,0123171,post,False,0.3604911576831682
V1,0123171,post,True,0.33789252660699287
V1,0123171,pre,False,0.3457956590910284
V1,0123171,pre,True,0.30201456827384154
V1,0123173,post,False,0.3360005369654357
V1,0123173,post,True,0.35908700759878104
V1,0123173,pre,False,0.36417299693604827
V1,0123173,pre,True,0.3684804652923264
V1,0124171,post,False,0.341739162567541
V1,0124171,post,True,0.39470222311582387
V1,0124171,pre,False,0.31701743973864066
V1,0124171,pre,True,0.36579068000249165
V1,0125171,post,False,0.3812060579470788
V1,0125171,post,True,0.4147489949082953
V1,0125171,pre,False,0.3331693116077579
V1,0125171,pre,True,0.3958313477033667
V1,0125172,post,False,0.27481788353097863
V1,0125172,post,True,0.28013262216327434
V1,0125172,pre,False,0.2992326084898244
V1,0125172,pre,True,0.3011889318078897
V1,1121161,post,False,0.30023392483574535
V1,1121161,post,True,0.2673932979546775
V1,1121161,pre,False,0.3016306446390197
V1,1121161,pre,True,0.2973337222803149
V1,1130161,post,False,0.3075417505600292
V1,1130161,post,True,0.32040580341347746
V1,1130161,pre,False,0.2644362420319271
V1,1130161,pre,True,0.3367570043478817
V1,1202161,post,False,0.2841814772620462
V1,1202161,post,True,0.3236133894643524
V1,1202161,pre,False,0.3267259889814727
V1,1202161,pre,True,0.21031237787034943
V1,1203161,post,False,0.25465502080277
V1,1203161,post,True,0.39945779018677563
V1,1203161,pre,False,0.2687105426939179
V1,1203161,pre,True,0.3193165321758674
V1,1206161,post,False,0.2763442073258923
V1,1206161,post,True,0.26437957662634787
V1,1206161,pre,False,0.3242090230644833
V1,1206161,pre,True,0.2646565626079118
V1,1206162,post,False,0.299300718441481
V1,1206162,post,True,0.4025720635309133
V1,1206162,pre,False,0.2528018301926855
V1,1206162,pre,True,0.3547868329247367
V1,1206163,post,False,0.36513006589086106
V1,1206163,post,True,0.29446879945179805
V1,1206163,pre,False,0.37479953232217766
V1,1206163,pre,True,0.29999339888362225
V1,1207162,post,False,0.2968617462548083
V1,1207162,post,True,0.26869515388596255
V1,1207162,pre,False,0.3272836993581101
V1,1207162,pre,True,0.33425999591581407
V2,0110171,post,False,0.4161029169606669
V2,0110171,post,True,0.3196078813417332
V2,0110171,pre,False,0.39031977628690057
V2,0110171,pre,True,0.3273617547785774
V2,0110172,post,False,0.3441686964065944
V2,0110172,post,True,0.28920695395664037
V2,0110172,pre,False,0.32145972559602753
V2,0110172,pre,True,0.3180930217781373
V2,0111171,post,False,0.36627277896149063
V2,0111171,post,True,0.3106764452304835
V2,0111171,pre,False,0.38176572819196314
V2,0111171,pre,True,0.32649480489646115
V2,0112171,post,False,0.290339781012238
V2,0112171,post,True,0.29967070434426135
V2,0112171,pre,False,0.3000463743110847
V2,0112171,pre,True,0.3121410971087685
V2,0112172,post,False,0.35220059237000334
V2,0112172,post,True,0.316470392424782
V2,0112172,pre,False,0.31284571528307914
V2,0112172,pre,True,0.3276095362257851
V2,0112173,post,False,0.31030534688361705
V2,0112173,post,True,0.37824349977237215
V2,0112173,pre,False,0.31130075736515483
V2,0112173,pre,True,0.38329134486001476
V2,0113171,post,False,0.3969525878123408
V2,0113171,post,True,0.42480498227804964
V2,0113171,pre,False,0.36494174700714466
V2,0113171,pre,True,0.4148450909464051
V2,0115174,post,False,0.3433161448892875
V2,0115174,post,True,0.35931350741981893
V2,0115174,pre,False,0.30185622655703526
V2,0115174,pre,True,0.38933269677454513
V2,0117171,post,False,0.39559561932455983
V2,0117171,post,True,0.34300664579260937
V2,0117171,pre,False,0.34005935210349786
V2,0117171,pre,True,0.3321961057588817
V2,0118171,post,False,0.2796956430835297
V2,0118171,post,True,0.3417313358687988
V2,0118171,pre,False,0.3032593370746333
V2,0118171,pre,True,0.2333164138477311
V2,0118172,post,False,0.31428716692788605
V2,0118172,post,True,0.38984337804828095
V2,0118172,pre,False,0.3031152484051345
V2,0118172,pre,True,0.37165425854101164
V2,0119171,post,False,0.32724326046105834
V2,0119171,post,True,0.27893049589703345
V2,0119171,pre,False,0.4307057406083416
V2,0119171,pre,True,0.36693142065288503
V2,0119172,post,False,0.2596374419195952
V2,0119172,post,True,0.2843083372787315
V2,0119172,pre,False,0.24246088250042783
V2,0119172,pre,True,0.3167309141199066
V2,0119173,post,False,0.40194431379929674
V2,0119173,post,True,0.3440774787598439
V2,0119173,pre,False,0.39418373533850465
V2,0119173,pre,True,0.3078488312199389
V2,0119174,post,False,0.28012350767465655
V2,0119174,post,True,0.37688361306878576
V2,0119174,pre,False,0.29569719897753133
V2,0119174,pre,True,0.29945743381638906
V2,0120171,post,False,0.4348653401168986
V2,0120171,post,True,0.3684870976750919
V2,0120171,pre,False,0.4222306405708097
V2,0120171,pre,True,0.37060423656820757
V2,0120172,post,False,0.30492959705951267
V2,0120172,post,True,0.34782533395494525
V2,0120172,pre,False,0.28573349705989803
V2,0120172,pre,True,0.3109808359177375
V2,0120173,post,False,0.38523917584449563
V2,0120173,post,True,0.2980240125321577
V2,0120173,pre,False,0.3361447615623991
V2,0120173,pre,True,0.26748323286104403
V2,0123171,post,False,0.3465953091191151
V2,0123171,post,True,0.3352015324160209
V2,0123171,pre,False,0.3680694935902814
V2,0123171,pre,True,0.32926179039966674
V2,0123173,post,False,0.35658187677110054
V2,0123173,post,True,0.4020629345543251
V2,0123173,pre,False,0.3604295155075384
V2,0123173,pre,True,0.34413017006549035
V2,0124171,post,False,0.34881942357045215
V2,0124171,post,True,0.38201517064119084
V2,0124171,pre,False,0.342357844432952
V2,0124171,pre,True,0.3586109666949788
V2,0125171,post,False,0.36435159561178404
V2,0125171,post,True,0.3966301134017004
V2,0125171,pre,False,0.3901954735840591
V2,0125171,pre,True,0.43242680744844525
V2,0125172,post,False,0.2564101310621373
V2,0125172,post,True,0.2989631610802837
V2,0125172,pre,False,0.3297330360520879
V2,0125172,pre,True,0.3033834169867432
V2,1121161,post,False,0.32958243838417284
V2,1121161,post,True,0.2895025437807587
V2,1121161,pre,False,0.3229904144109856
V2,1121161,pre,True,0.2941635360130055
V2,1130161,post,False,0.2896741974348174
V2,1130161,post,True,0.3460511035370003
V2,1130161,pre,False,0.26765897107733216
V2,1130161,pre,True,0.35097000557186997
V2,1202161,post,False,0.25961842915518074
V2,1202161,post,True,0.3553742866611208
V2,1202161,pre,False,0.3107304130785994
V2,1202161,pre,True,0.2601675151182842
V2,1203161,post,False,0.27239001251193473
V2,1203161,post,True,0.333463789157917
V2,1203161,pre,False,0.2648835068248421
V2,1203161,pre,True,0.3032542515915214
V2,1206161,post,False,0.25046622350802095
V2,1206161,post,True,0.26973150846319877
V2,1206161,pre,False,0.2946653981565455
V2,1206161,pre,True,0.2803282536155005
V2,1206162,post,False,0.3036377070049957
V2,1206162,post,True,0.41001124927211985
V2,1206162,pre,False,0.27681083479163476
V2,1206162,pre,True,0.31547088091201286
V2,1206163,post,False,0.3323125828921849
V2,1206163,post,True,0.3152200267501849
V2,1206163,pre,False,0.39655466413399415
V2,1206163,pre,True,0.32982611160110986
V2,1207162,post,False,0.3116375436835852
V2,1207162,post,True,0.31523575223067735
V2,1207162,pre,False,0.319296881109686
V2,1207162,pre,True,0.34306875250330676
