roi_formatted,subj,phase,trained,target_prob_raw
FUS,0117171,post,True,0.21820103363742854
FUS,0117171,pre,False,0.25685301541106265
FUS,0117171,pre,True,0.26071510955524035
FUS,0118171,post,False,0.25768346356020466
FUS,0118171,post,True,0.2724542810075888
FUS,0118171,pre,False,0.2782722985243545
FUS,0118171,pre,True,0.2355273016456802
FUS,0118172,post,False,0.2616979399339977
FUS,0118172,post,True,0.2990558240583586
FUS,0118172,pre,False,0.23439221322497125
FUS,0118172,pre,True,0.2935246666384312
FUS,0119171,post,False,0.2651440672376524
FUS,0119171,post,True,0.2712282219392798
FUS,0119171,pre,False,0.2942080964698023
FUS,0119171,pre,True,0.26251720594516087
FUS,0119172,post,False,0.2751813668256726
FUS,0119172,post,True,0.26823366162095774
FUS,0119172,pre,False,0.21874490224222382
FUS,0119172,pre,True,0.275556653560285
FUS,0119173,post,False,0.27635835239186146
FUS,0119173,post,True,0.2883476607063661
FUS,0119173,pre,False,0.26028854061019213
FUS,0119173,pre,True,0.2304806707303088
FUS,0119174,post,False,0.23220982463128587
FUS,0119174,post,True,0.3163785210613632
FUS,0119174,pre,False,0.2556092660396572
FUS,0119174,pre,True,0.23041713337429512
FUS,0120171,post,False,0.25992982060900816
FUS,0120171,post,True,0.2302594361850283
FUS,0120171,pre,False,0.2689969295125566
FUS,0120171,pre,True,0.2499966081547828
FUS,0120172,post,False,0.2714922525034257
FUS,0120172,post,True,0.28422575202124384
FUS,0120172,pre,False,0.24976084808319549
FUS,0120172,pre,True,0.2975914322936796
FUS,0120173,post,False,0.24785833779407102
FUS,0120173,post,True,0.299672552970886
FUS,0120173,pre,False,0.257546927066199
FUS,0120173,pre,True,0.264201902766121
FUS,0123171,post,False,0.24243739199841724
FUS,0123171,post,True,0.2966689522755319
FUS,0123171,pre,False,0.24925387881547692
FUS,0123171,pre,True,0.27121070786406115
FUS,0123173,post,False,0.26134808741013704
FUS,0123173,post,True,0.21987662868009342
FUS,0123173,pre,False,0.19713908344899597
FUS,0123173,pre,True,0.22884068428542942
FUS,0124171,post,False,0.2758598495632266
FUS,0124171,post,True,0.25062743662334436
FUS,0124171,pre,False,0.24842210913789287
FUS,0124171,pre,True,0.27188613914856263
FUS,0125171,post,False,0.2721877036754257
FUS,0125171,post,True,0.28330308795500964
FUS,0125171,pre,False,0.22025379293972533
FUS,0125171,pre,True,0.2496610307722106
FUS,0125172,post,False,0.26748665221589585
FUS,0125172,post,True,0.2705870435803358
FUS,0125172,pre,False,0.2433736149803376
FUS,0125172,pre,True,0.2871632422396646
FUS,1121161,post,False,0.25396968517507623
FUS,1121161,post,True,0.26675006096734105
FUS,1121161,pre,False,0.2362445955867863
FUS,1121161,pre,True,0.2129446215837841
FUS,1130161,post,False,0.2288831827534461
FUS,1130161,post,True,0.3043429866226596
FUS,1130161,pre,False,0.27367104926203234
FUS,1130161,pre,True,0.21498018223770674
FUS,1202161,post,False,0.2487172051987711
FUS,1202161,post,True,0.22011726509724272
FUS,1202161,pre,False,0.26620275127867565
FUS,1202161,pre,True,0.2445987006360407
FUS,1203161,post,False,0.26529655282972137
FUS,1203161,post,True,0.2383049964624986
FUS,1203161,pre,False,0.2612572153898851
FUS,1203161,pre,True,0.23660238372959172
FUS,1206161,post,False,0.19691826232553777
FUS,1206161,post,True,0.25242698962005433
FUS,1206161,pre,False,0.2609849919963932
FUS,1206161,pre,True,0.2213688309864516
FUS,1206162,post,False,0.28089981034566436
FUS,1206162,post,True,0.2301716944971958
FUS,1206162,pre,False,0.27439495564827954
FUS,1206162,pre,True,0.23525261168228756
FUS,1206163,post,False,0.25413685803423297
FUS,1206163,post,True,0.28094264594045626
FUS,1206163,pre,False,0.2636074261024609
FUS,1206163,pre,True,0.261132700812854
FUS,1207162,post,False,0.25295851261717534
FUS,1207162,post,True,0.26222011076622365
FUS,1207162,pre,False,0.33526163720113833
FUS,1207162,pre,True,0.22710736283127803
HC,0110171,post,False,0.22969783210223782
HC,0110171,post,True,0.2987673322216403
HC,0110171,pre,False,0.26721394248202307
HC,0110171,pre,True,0.28149444509360644
HC,0110172,post,False,0.27903904372785093
HC,0110172,post,True,0.2347614934435843
HC,0110172,pre,False,0.28311772814225156
HC,0110172,pre,True,0.27348212382263654
HC,0111171,post,False,0.2543483231408145
HC,0111171,post,True,0.24534825962008044
HC,0111171,pre,False,0.2538212371581262
HC,0111171,pre,True,0.23933110658670817
HC,0112171,post,False,0.25343809108343246
HC,0112171,post,True,0.2887915354352436
HC,0112171,pre,False,0.22131626724881545
HC,0112171,pre,True,0.21992575798415728
HC,0112172,post,False,0.2724244028333938
HC,0112172,post,True,0.26904804126995396
HC,0112172,pre,False,0.2767680876376994
HC,0112172,pre,True,0.2471828775941569
HC,0112173,post,False,0.23726644493773455
HC,0112173,post,True,0.27268304013442335
HC,0112173,pre,False,0.23732946985981887
HC,0112173,pre,True,0.2088016866397467
HC,0113171,post,False,0.23230378953578787
HC,0113171,post,True,0.2569668328864871
HC,0113171,pre,False,0.2483441908690281
HC,0113171,pre,True,0.26426455543480326
HC,0115174,post,False,0.22599277984266825
HC,0115174,post,True,0.2182122459856526
HC,0115174,pre,False,0.2528188330919662
HC,0115174,pre,True,0.23328745461108133
HC,0117171,post,False,0.23407960758367152
HC,0117171,post,True,0.27388782922964255
HC,0117171,pre,False,0.19668648009954012
HC,0117171,pre,True,0.2678916982232248
HC,0118171,post,False,0.2233729367413563
HC,0118171,post,True,0.2656450521737414
HC,0118171,pre,False,0.2319316960082643
HC,0118171,pre,True,0.23362032654589232
HC,0118172,post,False,0.2315556156154596
HC,0118172,post,True,0.2376775740458439
HC,0118172,pre,False,0.2733697107647387
HC,0118172,pre,True,0.28126199529519696
HC,0119171,post,False,0.27321353582068275
HC,0119171,post,True,0.2633924354367042
HC,0119171,pre,False,0.23218694373246823
HC,0119171,pre,True,0.2151377178334207
HC,0119172,post,False,0.1960429098461472
HC,0119172,post,True,0.2521137590789196
HC,0119172,pre,False,0.2751920596302979
HC,0119172,pre,True,0.2783875470211748
HC,0119173,post,False,0.20739533761479736
HC,0119173,post,True,0.25217680761773736
HC,0119173,pre,False,0.27102146407624994
HC,0119173,pre,True,0.2275083139010426
HC,0119174,post,False,0.24104293167730279
HC,0119174,post,True,0.2192724251416414
HC,0119174,pre,False,0.1629643396548735
HC,0119174,pre,True,0.2962718944193947
HC,0120171,post,False,0.1934509437457576
HC,0120171,post,True,0.2641334221664344
HC,0120171,pre,False,0.2081834364814587
HC,0120171,pre,True,0.24077435148436632
HC,0120172,post,False,0.19631491934661732
HC,0120172,post,True,0.260347897823513
HC,0120172,pre,False,0.2420913519659619
HC,0120172,pre,True,0.276913262081915
HC,0120173,post,False,0.2480039276024673
HC,0120173,post,True,0.28148521592546527
HC,0120173,pre,False,0.22471707040018166
HC,0120173,pre,True,0.22570567137514286
HC,0123171,post,False,0.2466080217963073
HC,0123171,post,True,0.2523311941307814
HC,0123171,pre,False,0.23992821475139223
HC,0123171,pre,True,0.23686210694591664
HC,0123173,post,False,0.2848687431974261
HC,0123173,post,True,0.27272647773343894
HC,0123173,pre,False,0.23167253165407228
HC,0123173,pre,True,0.21862148542024035
HC,0124171,post,False,0.23047472532352895
HC,0124171,post,True,0.2405346908873321
HC,0124171,pre,False,0.21611275747794823
HC,0124171,pre,True,0.23544036399080687
HC,0125171,post,False,0.2795066280805041
HC,0125171,post,True,0.23561710937597297
HC,0125171,pre,False,0.24288389901675203
HC,0125171,pre,True,0.25792041999043985
HC,0125172,post,False,0.24136926880083057
HC,0125172,post,True,0.2649715586262382
HC,0125172,pre,False,0.2938688334607642
HC,0125172,pre,True,0.23638795468811172
HC,1121161,post,False,0.2659928307471626
HC,1121161,post,True,0.21431162792265077
HC,1121161,pre,False,0.26883288458378957
HC,1121161,pre,True,0.267872072867399
HC,1130161,post,False,0.22579204406116132
HC,1130161,post,True,0.25226140311056755
HC,1130161,pre,False,0.26334653934096186
HC,1130161,pre,True,0.29674726168998106
HC,1202161,post,False,0.23119322677221815
HC,1202161,post,True,0.28042121777604156
HC,1202161,pre,False,0.24472411717642198
HC,1202161,pre,True,0.2666998990445022
HC,1203161,post,False,0.3026013661685566
HC,1203161,post,True,0.2523732013695811
HC,1203161,pre,False,0.28632034799175954
HC,1203161,pre,True,0.2752523028764478
HC,1206161,post,False,0.26942922343982645
HC,1206161,post,True,0.2712528214701847
HC,1206161,pre,False,0.2526262360670601
HC,1206161,pre,True,0.22896560265432148
HC,1206162,post,False,0.2309612360562078
HC,1206162,post,True,0.23378233517491692
HC,1206162,pre,False,0.22668682508611043
HC,1206162,pre,True,0.2657347422214093
HC,1206163,post,False,0.2810282449066417
HC,1206163,post,True,0.21077145004027725
HC,1206163,pre,False,0.21990799104332504
HC,1206163,pre,True,0.23652025918874964
HC,1207162,post,False,0.2517763761987918
HC,1207162,post,True,0.22212978522309007
HC,1207162,pre,False,0.21618076069237585
HC,1207162,pre,True,0.22280082801620163
IT,0110171,post,False,0.2624012671128545
IT,0110171,post,True,0.24695744852031848
IT,0110171,pre,False,0.24510723269578216
IT,0110171,pre,True,0.2434625072355742
IT,0110172,post,False,0.24879658661936546
IT,0110172,post,True,0.26495484168500766
IT,0110172,pre,False,0.22024944798334803
IT,0110172,pre,True,0.22363478430623224
IT,0111171,post,False,0.28573998864166794
IT,0111171,post,True,0.21685502651831562
IT,0111171,pre,False,0.2634991064069624
IT,0111171,pre,True,0.24684840649254203
IT,0112171,post,False,0.317156772103257
IT,0112171,post,True,0.29685457122379943
IT,0112171,pre,False,0.27372351001363293
IT,0112171,pre,True,0.2798234884536324
IT,0112172,post,False,0.2672923922217228
IT,0112172,post,True,0.3005502029465494
IT,0112172,pre,False,0.26312599671389963
IT,0112172,pre,True,0.23478050537136178
IT,0112173,post,False,0.28004494071782965
IT,0112173,post,True,0.2863248544347198
IT,0112173,pre,False,0.29817601229396634
IT,0112173,pre,True,0.2601900129495894
IT,0113171,post,False,0.22457655169295238
IT,0113171,post,True,0.23011687247089183
IT,0113171,pre,False,0.24438213996556354
IT,0113171,pre,True,0.2763270581779166
IT,0115174,post,False,0.2487871511319355
IT,0115174,post,True,0.23843408769889646
IT,0115174,pre,False,0.20401057690810678
IT,0115174,pre,True,0.23488033794951724
IT,0117171,post,False,0.23892513391041792
IT,0117171,post,True,0.2712679441727516
IT,0117171,pre,False,0.19269263291750077
IT,0117171,pre,True,0.24506601315862633
IT,0118171,post,False,0.2666134641479415
IT,0118171,post,True,0.23917835986923883
IT,0118171,pre,False,0.2500328435836271
IT,0118171,pre,True,0.2087250655352318
IT,0118172,post,False,0.23890440100621171
IT,0118172,post,True,0.2882270353431645
IT,0118172,pre,False,0.24854945227484732
IT,0118172,pre,True,0.2470067650373607
IT,0119171,post,False,0.262097138697342
IT,0119171,post,True,0.27169863709474523
IT,0119171,pre,False,0.2305966206942923
IT,0119171,pre,True,0.24774088896321939
IT,0119172,post,False,0.23762798865658952
IT,0119172,post,True,0.2057966202515554
IT,0119172,pre,False,0.28628573471960683
IT,0119172,pre,True,0.19495326869864185
IT,0119173,post,False,0.26956393241509036
IT,0119173,post,True,0.22150193359242437
IT,0119173,pre,False,0.2618102669308658
IT,0119173,pre,True,0.22139716348870672
IT,0119174,post,False,0.25839701649830726
IT,0119174,post,True,0.3222186256283754
IT,0119174,pre,False,0.24737721062129614
IT,0119174,pre,True,0.2636185280852845
IT,0120171,post,False,0.22648859810008073
IT,0120171,post,True,0.25312772656335364
IT,0120171,pre,False,0.2676095750631674
IT,0120171,pre,True,0.23883610929176657
IT,0120172,post,False,0.2972807902523872
IT,0120172,post,True,0.25034056171684405
IT,0120172,pre,False,0.24180859187795334
IT,0120172,pre,True,0.2002764753147431
IT,0120173,post,False,0.29342248359897943
IT,0120173,post,True,0.2515500389360696
IT,0120173,pre,False,0.2295965057355732
IT,0120173,pre,True,0.27091542032231236
IT,0123171,post,False,0.27670443109411214
IT,0123171,post,True,0.274956634508566
IT,0123171,pre,False,0.2647029369827765
IT,0123171,pre,True,0.2590846928359445
IT,0123173,post,False,0.2301852758192735
IT,0123173,post,True,0.19604778947107865
IT,0123173,pre,False,0.24212050344159547
IT,0123173,pre,True,0.29632920834498083
IT,0124171,post,False,0.18825920521934775
IT,0124171,post,True,0.23188027620285734
IT,0124171,pre,False,0.2402506860255383
IT,0124171,pre,True,0.2323218851131243
IT,0125171,post,False,0.2512175787967819
IT,0125171,post,True,0.23622440772115497
IT,0125171,pre,False,0.2717931107019093
IT,0125171,pre,True,0.29433091690347857
IT,0125172,post,False,0.22567834382401203
IT,0125172,post,True,0.279294743690691
IT,0125172,pre,False,0.21915155197839056
IT,0125172,pre,True,0.2743377387813981
IT,1121161,post,False,0.2589296287474293
IT,1121161,post,True,0.24512592232056668
IT,1121161,pre,False,0.2659235522230837
IT,1121161,pre,True,0.22723801450707634
IT,1130161,post,False,0.3127182576155149
IT,1130161,post,True,0.2315282014228933
IT,1130161,pre,False,0.2905219501444747
IT,1130161,pre,True,0.22138547347915916
IT,1202161,post,False,0.24577011947722366
IT,1202161,post,True,0.2550272441847777
IT,1202161,pre,False,0.2338962150628181
IT,1202161,pre,True,0.32203067597480417
IT,1203161,post,False,0.23336985628163265
IT,1203161,post,True,0.2582136559830734
IT,1203161,pre,False,0.25258517595510566
IT,1203161,pre,True,0.30183248220472236
IT,1206161,post,False,0.2615687754644943
IT,1206161,post,True,0.3064584120269207
IT,1206161,pre,False,0.2490406262327376
IT,1206161,pre,True,0.2865834151632122
IT,1206162,post,False,0.22846220982288118
IT,1206162,post,True,0.22699876766832464
IT,1206162,pre,False,0.21548912496046876
IT,1206162,pre,True,0.2885027868971309
IT,1206163,post,False,0.2102290593854983
IT,1206163,post,True,0.2948264080041156
IT,1206163,pre,False,0.20406914311130525
IT,1206163,pre,True,0.27106030604721615
IT,1207162,post,False,0.2701852071056235
IT,1207162,post,True,0.2467520337087032
IT,1207162,pre,False,0.2459992864609788
IT,1207162,pre,True,0.24029374902262796
LOC,0110171,post,False,0.29116137903166944
LOC,0110171,post,True,0.2617236098356773
LOC,0110171,pre,False,0.27318481079464185
LOC,0110171,pre,True,0.32410926864263123
LOC,0110172,post,False,0.23155853276892596
LOC,0110172,post,True,0.3231527160451643
LOC,0110172,pre,False,0.25921598042037675
LOC,0110172,pre,True,0.28844360063049146
LOC,0111171,post,False,0.3170504348112336
LOC,0111171,post,True,0.3106664161500684
LOC,0111171,pre,False,0.3169940067951198
LOC,0111171,pre,True,0.28927715529349673
LOC,0112171,post,False,0.3206530852724687
LOC,0112171,post,True,0.28457874407712475
LOC,0112171,pre,False,0.28395753728350154
LOC,0112171,pre,True,0.28329557779272496
LOC,0112172,post,False,0.2931465071712299
LOC,0112172,post,True,0.32562060050003794
LOC,0112172,pre,False,0.2750004119467688
LOC,0112172,pre,True,0.2583356930579476
LOC,0112173,post,False,0.3106539138833205
LOC,0112173,post,True,0.35473809492675157
LOC,0112173,pre,False,0.3073408942949213
LOC,0112173,pre,True,0.26271593693345946
LOC,0113171,post,False,0.3125115575523222
LOC,0113171,post,True,0.3380205413498573
LOC,0113171,pre,False,0.2811950977170565
LOC,0113171,pre,True,0.3103854238792775
LOC,0115174,post,False,0.33696644895738725
LOC,0115174,post,True,0.28067120835860704
LOC,0115174,pre,False,0.2916620102916105
LOC,0115174,pre,True,0.33382304185046807
LOC,0117171,post,False,0.32136765665629274
LOC,0117171,post,True,0.3102262775276465
LOC,0117171,pre,False,0.3322285806005401
LOC,0117171,pre,True,0.31139610556341374
LOC,0118171,post,False,0.24599014257589716
LOC,0118171,post,True,0.30398601199381253
LOC,0118171,pre,False,0.262763910923674
LOC,0118171,pre,True,0.24447182921091307
LOC,0118172,post,False,0.27955606779428505
LOC,0118172,post,True,0.306829377869814
LOC,0118172,pre,False,0.2801970019394224
LOC,0118172,pre,True,0.3208095536799328
LOC,0119171,post,False,0.23554481849090694
LOC,0119171,post,True,0.31043056124063584
LOC,0119171,pre,False,0.28470056234296587
LOC,0119171,pre,True,0.294977043488727
LOC,0119172,post,False,0.3016784408071499
LOC,0119172,post,True,0.2575510491201533
LOC,0119172,pre,False,0.26183782854932686
LOC,0119172,pre,True,0.3024642804498529
LOC,0119173,post,False,0.3061012637824882
LOC,0119173,post,True,0.2999532196783682
LOC,0119173,pre,False,0.30332638202728285
LOC,0119173,pre,True,0.25948187835457726
LOC,0119174,post,False,0.3468157390858597
LOC,0119174,post,True,0.25406808901994227
LOC,0119174,pre,False,0.32365348995961024
LOC,0119174,pre,True,0.2787713031569913
LOC,0120171,post,False,0.33896758411982364
LOC,0120171,post,True,0.3442298219602101
LOC,0120171,pre,False,0.2883873604920747
LOC,0120171,pre,True,0.29174431347674334
LOC,0120172,post,False,0.29910080175934833
LOC,0120172,post,True,0.31873078248696707
LOC,0120172,pre,False,0.2688293573202569
LOC,0120172,pre,True,0.28034972738009284
LOC,0120173,post,False,0.26564767294239966
LOC,0120173,post,True,0.28050906832654177
LOC,0120173,pre,False,0.2880691855686441
LOC,0120173,pre,True,0.23940380735643071
LOC,0123171,post,False,0.28050844603182207
LOC,0123171,post,True,0.32852865571501116
LOC,0123171,pre,False,0.3132281270552847
LOC,0123171,pre,True,0.2674996756738793
LOC,0123173,post,False,0.2914137826784048
LOC,0123173,post,True,0.3122791308031033
LOC,0123173,pre,False,0.21143379398582457
LOC,0123173,pre,True,0.2532244565238545
LOC,0124171,post,False,0.3463587596172409
LOC,0124171,post,True,0.3760189425617813
LOC,0124171,pre,False,0.2776362291985953
LOC,0124171,pre,True,0.36332817732593015
LOC,0125171,post,False,0.3326316534155091
LOC,0125171,post,True,0.2851899557760641
LOC,0125171,pre,False,0.2974551583869898
LOC,0125171,pre,True,0.3228311188575007
LOC,0125172,post,False,0.27325244101110524
LOC,0125172,post,True,0.3245846391463046
LOC,0125172,pre,False,0.30592870459989574
LOC,0125172,pre,True,0.2875097444578203
LOC,1121161,post,False,0.28079331894458115
LOC,1121161,post,True,0.33310558055406514
LOC,1121161,pre,False,0.26595477618714847
LOC,1121161,pre,True,0.2839167625137983
LOC,1130161,post,False,0.289871894154917
LOC,1130161,post,True,0.2919157755719587
LOC,1130161,pre,False,0.2877724054422822
LOC,1130161,pre,True,0.29144342030097914
LOC,1202161,post,False,0.29854531733324763
LOC,1202161,post,True,0.30804270907887976
LOC,1202161,pre,False,0.24950737151512828
LOC,1202161,pre,True,0.25654016459190687
LOC,1203161,post,False,0.26934823928302093
LOC,1203161,post,True,0.27325431870991157
LOC,1203161,pre,False,0.26940439759794
LOC,1203161,pre,True,0.3369553560720334
LOC,1206161,post,False,0.21655483637939438
LOC,1206161,post,True,0.2798708229711254
LOC,1206161,pre,False,0.2675237386508268
LOC,1206161,pre,True,0.28729924342847796
LOC,1206162,post,False,0.2593476954545984
LOC,1206162,post,True,0.3293873787006622
LOC,1206162,pre,False,0.2546391329883659
LOC,1206162,pre,True,0.34154946180365464
LOC,1206163,post,False,0.3153354283002566
LOC,1206163,post,True,0.2911551988786485
LOC,1206163,pre,False,0.28914747767761656
LOC,1206163,pre,True,0.3051816646375013
LOC,1207162,post,False,0.3046914431888195
LOC,1207162,post,True,0.3183430483717116
LOC,1207162,pre,False,0.3461735740284265
LOC,1207162,pre,True,0.3411879548567892
PHC,0110171,post,False,0.2571645505569362
PHC,0110171,post,True,0.2954348649818543
PHC,0110171,pre,False,0.2812258736262395
PHC,0110171,pre,True,0.2726499197372382
PHC,0110172,post,False,0.24381356913418642
PHC,0110172,post,True,0.2999397041028311
PHC,0110172,pre,False,0.2553838820351285
PHC,0110172,pre,True,0.27818642869713417
PHC,0111171,post,False,0.2836830898244384
PHC,0111171,post,True,0.2947520674150166
PHC,0111171,pre,False,0.2809409310576001
PHC,0111171,pre,True,0.3437715877635669
PHC,0112171,post,False,0.280175928559765
PHC,0112171,post,True,0.2589148995451467
PHC,0112171,pre,False,0.2685453525430309
PHC,0112171,pre,True,0.23545517755308798
PHC,0112172,post,False,0.18033732034497402
PHC,0112172,post,True,0.2712985618962853
PHC,0112172,pre,False,0.24044247346096675
PHC,0112172,pre,True,0.2522948289172426
PHC,0112173,post,False,0.31724420593455477
PHC,0112173,post,True,0.30349824598049646
PHC,0112173,pre,False,0.2594743252360799
PHC,0112173,pre,True,0.27702995107715706
PHC,0113171,post,False,0.28496702298386617
PHC,0113171,post,True,0.3023994615254412
PHC,0113171,pre,False,0.28586354966574995
PHC,0113171,pre,True,0.29529615488453553
PHC,0115174,post,False,0.2767914839271053
PHC,0115174,post,True,0.29573707666769444
PHC,0115174,pre,False,0.3044993679132251
PHC,0115174,pre,True,0.3238020062422882
PHC,0117171,post,False,0.24727108678426904
PHC,0117171,post,True,0.2240379741163391
PHC,0117171,pre,False,0.22871334526400006
PHC,0117171,pre,True,0.24333817171702163
PHC,0118171,post,False,0.2563256158405903
PHC,0118171,post,True,0.2800864924858712
PHC,0118171,pre,False,0.23796459791940464
PHC,0118171,pre,True,0.2766481893236906
