roi_formatted,subj,phase,trained,target_prob_raw,foil_prob_raw
ENT,1206161,pre,True,0.26786509161449773,0.25510806726292234
ENT,1206162,post,False,0.28724992821274226,0.21923065375993142
ENT,1206162,post,True,0.2633382584801895,0.27524102528951616
ENT,1206162,pre,False,0.26278706158578063,0.16123725155622565
ENT,1206162,pre,True,0.28353360128456834,0.25397511462392713
ENT,1206163,post,False,0.20407420099218307,0.30150559163256535
ENT,1206163,post,True,0.2601556963685667,0.2366709506145263
ENT,1206163,pre,False,0.25196483218644067,0.23982531120753564
ENT,1206163,pre,True,0.28304422517305017,0.2254043846146236
ENT,1207162,post,False,0.22739193864329144,0.23781231367766567
ENT,1207162,post,True,0.22403406776914978,0.22766337326140218
ENT,1207162,pre,False,0.2854636330534578,0.22929052762980576
ENT,1207162,pre,True,0.20832589437787732,0.2277121371660305
FUS,110171,post,False,0.2680751091663042,0.2362748598813667
FUS,110171,post,True,0.2354834653350885,0.26108318858269125
FUS,110171,pre,False,0.2818744269699428,0.2818556065593544
FUS,110171,pre,True,0.3202070568183848,0.2431125089159718
FUS,110172,post,False,0.2521402697943838,0.24324648504635227
FUS,110172,post,True,0.26187014673871317,0.2257423694296941
FUS,110172,pre,False,0.26943075878061595,0.24762575241575918
FUS,110172,pre,True,0.2873617099679896,0.22569538670689338
FUS,111171,post,False,0.21374441904732513,0.24971845192042044
FUS,111171,post,True,0.2788255792176376,0.26511962045780085
FUS,111171,pre,False,0.2545392875104646,0.23337360248065653
FUS,111171,pre,True,0.2606159698991534,0.28406765809917756
FUS,112171,post,False,0.3096235694525219,0.2579622898140842
FUS,112171,post,True,0.24758326442003278,0.2489061911802842
FUS,112171,pre,False,0.26291216801849926,0.20041325927719708
FUS,112171,pre,True,0.3076381061283264,0.22545201625949032
FUS,112172,post,False,0.23889322245022018,0.2707761601145888
FUS,112172,post,True,0.2216242308950589,0.317534994912715
FUS,112172,pre,False,0.2500108503289743,0.22173920037540573
FUS,112172,pre,True,0.2405427781018353,0.23960148672088638
FUS,112173,post,False,0.24392537361429908,0.2551475126972277
FUS,112173,post,True,0.27481936710074156,0.22528256903744417
FUS,112173,pre,False,0.22120479082519112,0.28595419417542167
FUS,112173,pre,True,0.27530344486446917,0.22260565587733336
FUS,113171,post,False,0.2344661016682578,0.2495731886936979
FUS,113171,post,True,0.2960503476596684,0.1980442429366306
FUS,113171,pre,False,0.2572848428547034,0.2206973212454167
FUS,113171,pre,True,0.2601711987718497,0.2376272474147869
FUS,115174,post,False,0.2203588313179999,0.2547058761390889
FUS,115174,post,True,0.2333430962475679,0.2840381485732183
FUS,115174,pre,False,0.2727551396657889,0.22183494545240717
FUS,115174,pre,True,0.29714583662567484,0.23329651229126896
FUS,117171,post,False,0.23798789802216516,0.2815926590454299
FUS,117171,post,True,0.21821180788502792,0.27757772004091524
FUS,117171,pre,False,0.2568425039625566,0.2534917112887356
FUS,117171,pre,True,0.2607304607990899,0.24301477752164327
FUS,118171,post,False,0.2576832615438596,0.22563318597795154
FUS,118171,post,True,0.2724532420889135,0.27694961624284503
FUS,118171,pre,False,0.27827374408192945,0.27085365303484277
FUS,118171,pre,True,0.23552597946407033,0.2614370838807495
FUS,118172,post,False,0.26169408816765083,0.22678837766035193
FUS,118172,post,True,0.29906000108394315,0.2524363141440388
FUS,118172,pre,False,0.23439148601176196,0.2546598068061052
FUS,118172,pre,True,0.2935285761720828,0.24001256716816757
FUS,119171,post,False,0.2651402168413865,0.2877681992219297
FUS,119171,post,True,0.2712345015183345,0.2609875671540568
FUS,119171,pre,False,0.29420791717058614,0.24845604344193406
FUS,119171,pre,True,0.2625191627076036,0.2667064861249898
FUS,119172,post,False,0.27518182828970983,0.2393885161847912
FUS,119172,post,True,0.2682338987847246,0.25328105151273805
FUS,119172,pre,False,0.21874508756005237,0.2534631865850183
FUS,119172,pre,True,0.27555691051634734,0.24802478778357234
FUS,119173,post,False,0.27635951514247864,0.2566053060505008
FUS,119173,post,True,0.28834752674672065,0.25693378136263767
FUS,119173,pre,False,0.2602909401295251,0.24872851333917953
FUS,119173,pre,True,0.2304784081241765,0.2466106475015714
FUS,119174,post,False,0.2322090720286342,0.26397011113030866
FUS,119174,post,True,0.3163798676659981,0.2124076749166957
FUS,119174,pre,False,0.25560718489835366,0.23804792553402057
FUS,119174,pre,True,0.2304182366334994,0.29064073423375947
FUS,120171,post,False,0.25993073921163634,0.2475604442401887
FUS,120171,post,True,0.23025648715641575,0.282752750021419
FUS,120171,pre,False,0.2689965523752863,0.2135454559308994
FUS,120171,pre,True,0.24999726467741853,0.25972765101117734
FUS,120172,post,False,0.2714936701338192,0.2684895478034611
FUS,120172,post,True,0.2842224359364516,0.2457173310789882
FUS,120172,pre,False,0.24976110063759144,0.25810313370130783
FUS,120172,pre,True,0.29759538865572865,0.22691706000193151
FUS,120173,post,False,0.24785586307456314,0.21121467657560342
FUS,120173,post,True,0.29967485847735775,0.24319543197988192
FUS,120173,pre,False,0.25754099083062865,0.26686911532290614
FUS,120173,pre,True,0.264206638260206,0.26921735210521625
FUS,123171,post,False,0.2424422232587531,0.2072017836395518
FUS,123171,post,True,0.29666264677179827,0.2501974524132874
FUS,123171,pre,False,0.24925521056650118,0.24828398036505378
FUS,123171,pre,True,0.27120670435639066,0.24148727562399014
FUS,123173,post,False,0.26134568175531214,0.25788264871179534
FUS,123173,post,True,0.21987666193218222,0.2508766254386321
FUS,123173,pre,False,0.19713603515035621,0.26778758640887296
FUS,123173,pre,True,0.22884214605101824,0.2653139371463374
FUS,124171,post,False,0.2758598276998747,0.21855504011172022
FUS,124171,post,True,0.250627598241652,0.2747186314981315
FUS,124171,pre,False,0.2484220012282583,0.20289837007608424
FUS,124171,pre,True,0.27188622131427476,0.23812718087529147
FUS,125171,post,False,0.27218707097404204,0.16104943092094132
FUS,125171,post,True,0.283304173972754,0.25525325045055375
FUS,125171,pre,False,0.22025285599549105,0.1786758596303793
FUS,125171,pre,True,0.24966149192628043,0.24416689423153567
FUS,125172,post,False,0.2674860573914937,0.22990573034711098
FUS,125172,post,True,0.27058692981968,0.241562260404028
FUS,125172,pre,False,0.24337339780659764,0.2169768901516515
FUS,125172,pre,True,0.287163708011159,0.2612316012905812
FUS,1121161,post,False,0.2539532966764468,0.26106314086507454
FUS,1121161,post,True,0.2667538145911517,0.2414892366270156
FUS,1121161,pre,False,0.23624572354545958,0.22536068319054614
FUS,1121161,pre,True,0.21294430836848588,0.28420739977088905
FUS,1130161,post,False,0.22888540324273215,0.21558323405364224
FUS,1130161,post,True,0.30434154367942556,0.27657269966657144
FUS,1130161,pre,False,0.27367210086825416,0.26752909440271105
FUS,1130161,pre,True,0.21497902833974117,0.2606470786572415
FUS,1202161,post,False,0.24871710349560577,0.2624122028037796
FUS,1202161,post,True,0.2201173330812399,0.22807220678626366
FUS,1202161,pre,False,0.26620099118830814,0.25360783970355094
FUS,1202161,pre,True,0.2446002387962764,0.24859850710100906
FUS,1203161,post,False,0.26529572864543544,0.260669393697708
FUS,1203161,post,True,0.23830577236087983,0.21838519513100313
FUS,1203161,pre,False,0.26125796131436163,0.281395222114398
FUS,1203161,pre,True,0.2366012305674406,0.2742499227993403
FUS,1206161,post,False,0.19691335732283816,0.20551056670074472
FUS,1206161,post,True,0.25242631692129347,0.25867973186126225
FUS,1206161,pre,False,0.26098462633596325,0.32602559552213517
FUS,1206161,pre,True,0.22136828769714695,0.24293131384499594
FUS,1206162,post,False,0.28090197910242826,0.21718742211080086
FUS,1206162,post,True,0.23017089611056263,0.2887980213307063
FUS,1206162,pre,False,0.27439747047144614,0.23185407005107656
FUS,1206162,pre,True,0.23524971759368216,0.25701648253962767
FUS,1206163,post,False,0.25412887942516743,0.25966589197271006
FUS,1206163,post,True,0.28094903264568777,0.23676831633493983
FUS,1206163,pre,False,0.2636059709894424,0.26526645031615853
FUS,1206163,pre,True,0.2611371989084998,0.26545983447605204
FUS,1207162,post,False,0.2529617019634234,0.2558811137928911
FUS,1207162,post,True,0.26222103521928397,0.2700630809727259
FUS,1207162,pre,False,0.33525811668082717,0.2393438335366131
FUS,1207162,pre,True,0.22710662809083887,0.2557690848568216
HC,110171,post,False,0.22969782999866178,0.27398627926181135
HC,110171,post,True,0.2987673323556769,0.2465063695093141
HC,110171,pre,False,0.26721394248886027,0.24879994241329856
HC,110171,pre,True,0.28149444416050146,0.22734168335892516
HC,110172,post,False,0.27903904399518953,0.25367875372557913
HC,110172,post,True,0.23476149529384963,0.2384342839844153
HC,110172,pre,False,0.283117727342013,0.23586870661161816
HC,110172,pre,True,0.27348212373465,0.25239616696733513
HC,111171,post,False,0.2543483241912765,0.2500991459611621
HC,111171,post,True,0.24534825806138155,0.2506282419949704
HC,111171,pre,False,0.25382124077711776,0.24977147453730203
HC,111171,pre,True,0.23933110989371614,0.2246649449873725
HC,112171,post,False,0.2534425266815582,0.2959393601419297
HC,112171,post,True,0.2887894975920494,0.2388767622335019
HC,112171,pre,False,0.22131830787209075,0.24827496928460752
HC,112171,pre,True,0.21992456208922798,0.2513543840238596
HC,112172,post,False,0.2724244047480321,0.2293158100330266
HC,112172,post,True,0.2690480407220591,0.21814411591853805
HC,112172,pre,False,0.27676808990838375,0.2376434695018983
HC,112172,pre,True,0.24718288049854986,0.22290245561368258
HC,112173,post,False,0.23727374034699453,0.2501268298272783
HC,112173,post,True,0.27269759446395403,0.21323484445426652
HC,112173,pre,False,0.23732600820597716,0.25582060818177943
HC,112173,pre,True,0.2088071422551662,0.26215182763750766
HC,113171,post,False,0.23230090728370656,0.284185916626716
HC,113171,post,True,0.25696941817777996,0.22272041494934053
HC,113171,pre,False,0.24834316382703553,0.2791984780314668
HC,113171,pre,True,0.2642644246875327,0.23746800277776128
HC,115174,post,False,0.2259927805012057,0.22938623462045998
HC,115174,post,True,0.21821224639780282,0.25204261208784084
HC,115174,pre,False,0.2528188345909594,0.22248682776394899
HC,115174,pre,True,0.23328745343056076,0.25163139392258327
HC,117171,post,False,0.234079605936588,0.24515042812023866
HC,117171,post,True,0.2738878292232652,0.2611394591729445
HC,117171,pre,False,0.1966864808115567,0.25033297564039125
HC,117171,pre,True,0.26789169449075323,0.22741371311076014
HC,118171,post,False,0.22337307505577156,0.2575119348056738
HC,118171,post,True,0.26564512123676176,0.2751414152501419
HC,118171,pre,False,0.23193172817430577,0.24773156537371271
HC,118171,pre,True,0.23362031176064518,0.2850912522711481
HC,118172,post,False,0.231555619821408,0.2830140022705013
HC,118172,post,True,0.23767757539171663,0.26095500363809593
HC,118172,pre,False,0.27336971415368017,0.22610045126300088
HC,118172,pre,True,0.2812619903439823,0.23452782407336947
HC,119171,post,False,0.2732135373229624,0.2450586371886585
HC,119171,post,True,0.26339243215640995,0.24333925732017106
HC,119171,pre,False,0.23218693040633775,0.23275612016579195
HC,119171,pre,True,0.21513772349210086,0.2898941385440034
HC,119172,post,False,0.1960432076717434,0.2498094126520083
HC,119172,post,True,0.2521084106321698,0.1985586065118883
HC,119172,pre,False,0.2751926166634864,0.2284608064279674
HC,119172,pre,True,0.2783881127028666,0.2515389249262265
HC,119173,post,False,0.2073959013678725,0.30012817267275027
HC,119173,post,True,0.2521775294484875,0.24607036490751022
HC,119173,pre,False,0.2710211273898118,0.2623642000246703
HC,119173,pre,True,0.22750858250784445,0.2592955253096075
HC,119174,post,False,0.24104660438516726,0.2835537794287523
HC,119174,post,True,0.21927425255858962,0.2837917752184239
HC,119174,pre,False,0.16296483538383358,0.21067447673982373
HC,119174,pre,True,0.29626916240468487,0.29670188535217024
HC,120171,post,False,0.19345092857400872,0.2419543765550804
HC,120171,post,True,0.26413340642857086,0.2825536730299445
HC,120171,pre,False,0.2081833863571811,0.21959115577116545
HC,120171,pre,True,0.24077432273609264,0.23934978228443088
HC,120172,post,False,0.19631491304307522,0.2989353846584584
HC,120172,post,True,0.2603479030273269,0.228982984988374
HC,120172,pre,False,0.24209136083931532,0.23110352028434705
HC,120172,pre,True,0.2769132680263867,0.2326188904919198
HC,120173,post,False,0.24800384342530654,0.24040453695570493
HC,120173,post,True,0.2814830711344283,0.2430309132014486
HC,120173,pre,False,0.22471940234261184,0.2849116148680162
HC,120173,pre,True,0.22570308436133538,0.2745407000941333
HC,123171,post,False,0.24660857314320314,0.28427638493210056
HC,123171,post,True,0.2523302351901965,0.2280428612424159
HC,123171,pre,False,0.23992762197940146,0.29119009505439325
HC,123171,pre,True,0.2368615065889777,0.24297141481276419
HC,123173,post,False,0.28486873782114003,0.22439965291778807
HC,123173,post,True,0.2727264544477826,0.2485806540789231
HC,123173,pre,False,0.23167254438758778,0.26973778244152874
HC,123173,pre,True,0.21862149820135596,0.2869545484527959
HC,124171,post,False,0.2304747230208756,0.2877426368280615
HC,124171,post,True,0.24053469362574295,0.260241341397063
HC,124171,pre,False,0.216112758097791,0.2460149619790521
HC,124171,pre,True,0.2354403632708389,0.26498711460557745
HC,125171,post,False,0.27950663582000707,0.3112937916043753
HC,125171,post,True,0.235617105247732,0.2242319624688264
HC,125171,pre,False,0.24288389096966875,0.2861633777006623
HC,125171,pre,True,0.2579204300055536,0.23648467499777226
HC,125172,post,False,0.24136926548043122,0.22981232448420022
HC,125172,post,True,0.2649715573230304,0.2672549706345258
HC,125172,pre,False,0.29386883407146625,0.22767063850627314
HC,125172,pre,True,0.23638795573289745,0.2468426604923187
HC,1121161,post,False,0.26599283047287486,0.23526556888409073
HC,1121161,post,True,0.21431163916930304,0.2634727843831567
HC,1121161,pre,False,0.2688328788077138,0.28099449022317324
HC,1121161,pre,True,0.26787208136101925,0.24709693852863496
HC,1130161,post,False,0.2257925824381922,0.24747765667953536
HC,1130161,post,True,0.25226649862198725,0.2786392041122167
HC,1130161,pre,False,0.2633497423462373,0.19379360535513182
HC,1130161,pre,True,0.29674174923894536,0.21230024469542252
HC,1202161,post,False,0.2311925133934119,0.21738036000530406
HC,1202161,post,True,0.2804232362470122,0.26442976511454397
HC,1202161,pre,False,0.24472325380271176,0.229672378463809
HC,1202161,pre,True,0.26670152685135384,0.2647792720820886
HC,1203161,post,False,0.30260136582261243,0.24215971062906644
HC,1203161,post,True,0.25237320226145943,0.27069422885726757
HC,1203161,pre,False,0.28632034666402995,0.2130658211213446
HC,1203161,pre,True,0.27525230462060646,0.2632320108281296
HC,1206161,post,False,0.2694330429761989,0.23184360368129417
HC,1206161,post,True,0.2712520819502022,0.22349570752784104
HC,1206161,pre,False,0.25262698124864863,0.2514897220344891
HC,1206161,pre,True,0.22896369052894988,0.24485642650958686
HC,1206162,post,False,0.23096123635711155,0.3057589310277982
HC,1206162,post,True,0.2337823317565299,0.29809355001810883
HC,1206162,pre,False,0.22668682522952696,0.2654478361072151
HC,1206162,pre,True,0.2657347428809885,0.24575181299364485
HC,1206163,post,False,0.28102824693215833,0.23085117414078066
HC,1206163,post,True,0.21077145135252434,0.3012324113099537
HC,1206163,pre,False,0.21990799043351358,0.2507785537970426
HC,1206163,pre,True,0.2365202587727971,0.22527342291351232
HC,1207162,post,False,0.2517764049626675,0.24531390417837198
HC,1207162,post,True,0.222129804595207,0.24822867449283437
HC,1207162,pre,False,0.21618076569350206,0.25744553119583435
HC,1207162,pre,True,0.22280082196489928,0.23167290093445375
IT,110171,post,False,0.26240126996589386,0.24812727041509453
IT,110171,post,True,0.24695744775245904,0.28420269944329396
IT,110171,pre,False,0.24510723305566726,0.22906331623793347
IT,110171,pre,True,0.24346250975218173,0.22798059214450253
IT,110172,post,False,0.2487965890868448,0.26902655093811817
IT,110172,post,True,0.2649548442738237,0.22322975955841282
IT,110172,pre,False,0.22024944448005757,0.3185141468419257
IT,110172,pre,True,0.2236347825604153,0.2948463239569018
IT,111171,post,False,0.2857399894903684,0.2174804145878305
IT,111171,post,True,0.21685503027718975,0.22423745226743877
IT,111171,pre,False,0.2634991037453111,0.3067314681948403
IT,111171,pre,True,0.24684840487089804,0.32220172969119154
IT,112171,post,False,0.31715677003145737,0.22454196756956168
IT,112171,post,True,0.2968545731876267,0.28577971946755726
IT,112171,pre,False,0.27372351254431093,0.2430508192261648
IT,112171,pre,True,0.2798234862715356,0.2405243501103384
IT,112172,post,False,0.26729238937731453,0.23223298750830973
IT,112172,post,True,0.300550199739293,0.1994708121918459
IT,112172,pre,False,0.2631259996230332,0.21668168624210335
IT,112172,pre,True,0.2347805038266244,0.28510830550644906
IT,112173,post,False,0.2800456355940232,0.22753722084213718
IT,112173,post,True,0.2863248406323799,0.20774738295954642
IT,112173,pre,False,0.2981768758270191,0.28028080043040965
IT,112173,pre,True,0.26018948797301883,0.2653226308779497
IT,113171,post,False,0.22457710821268514,0.23388182118456785
IT,113171,post,True,0.23011687311653892,0.3114557146582391
IT,113171,pre,False,0.24438170922561459,0.29021009754105315
IT,113171,pre,True,0.27632655555374264,0.2624893242415408
IT,115174,post,False,0.24878714607753594,0.27737313783444817
IT,115174,post,True,0.23843415015842934,0.2540144894090195
IT,115174,pre,False,0.2040100372985914,0.21180021045717376
IT,115174,pre,True,0.2348811422970309,0.2531864255638112
IT,117171,post,False,0.2389251316111889,0.24945921068674387
IT,117171,post,True,0.2712679464736504,0.20094701001390916
IT,117171,pre,False,0.19269263038448933,0.2756892326989441
IT,117171,pre,True,0.2450660138176584,0.30388000805287646
IT,118171,post,False,0.2666134608321302,0.16337947768687272
IT,118171,post,True,0.23917836955896873,0.24368817323612477
IT,118171,pre,False,0.2500328396749924,0.2205883524127819
IT,118171,pre,True,0.2087250672386586,0.2869293956750152
IT,118172,post,False,0.23890439726386753,0.2441104594206971
IT,118172,post,True,0.2882270337170375,0.21674088631348581
IT,118172,pre,False,0.24854945330575856,0.259618847385764
IT,118172,pre,True,0.2470067674536224,0.26233629243396933
IT,119171,post,False,0.26209713760795444,0.3047714587967043
IT,119171,post,True,0.2716986383437191,0.264651291229855
IT,119171,pre,False,0.2305966234267529,0.26986973099761125
IT,119171,pre,True,0.24774089031325305,0.2665060259191851
IT,119172,post,False,0.2376283704793393,0.2587410872374743
IT,119172,post,True,0.20579674751710586,0.27692006897723415
IT,119172,pre,False,0.2862857127793184,0.24114015440229414
IT,119172,pre,True,0.1949530575895247,0.3072047075698195
IT,119173,post,False,0.2695632238235816,0.2229048167261846
IT,119173,post,True,0.2215022003717367,0.30516823782763614
IT,119173,pre,False,0.2618099021274516,0.2673237492902213
IT,119173,pre,True,0.22139745207681888,0.3187010049412297
IT,119174,post,False,0.25839768123320606,0.23769390822750136
IT,119174,post,True,0.3222184268887148,0.22019809005198362
IT,119174,pre,False,0.247378989377696,0.22511320966880205
IT,119174,pre,True,0.26361727435295557,0.23022774564414963
IT,120171,post,False,0.22648858862611373,0.24224396063062845
IT,120171,post,True,0.2531277312847854,0.29688071171652564
IT,120171,pre,False,0.2676095835206981,0.22598319508238185
IT,120171,pre,True,0.23883610517536824,0.2712673214136502
IT,120172,post,False,0.29728088142671705,0.2667333886685519
IT,120172,post,True,0.2503405287977799,0.29822704979887915
IT,120172,pre,False,0.24180861890034627,0.2523454049487691
IT,120172,pre,True,0.20027637915092855,0.29978580799866184
IT,120173,post,False,0.2934222167339584,0.22860971012844492
IT,120173,post,True,0.25155035135190806,0.24031080862163806
IT,120173,pre,False,0.2295965776443587,0.2727476860086246
IT,120173,pre,True,0.2709154034755731,0.22144341343819823
IT,123171,post,False,0.2767037983356314,0.3014000727540392
IT,123171,post,True,0.2749566302851003,0.2575742569100163
IT,123171,pre,False,0.26470310130731234,0.24042203073530435
IT,123171,pre,True,0.2590844627549199,0.2357009304877768
IT,123173,post,False,0.2301850712027504,0.26389801548932434
IT,123173,post,True,0.19604842411886023,0.27955878008990165
IT,123173,pre,False,0.24211989288527355,0.2643021835987446
IT,123173,pre,True,0.2963287245117675,0.2972911855306172
IT,124171,post,False,0.18825920803305438,0.28965952654788507
IT,124171,post,True,0.23188027785435353,0.20698546992964917
IT,124171,pre,False,0.24025068366149954,0.27035379001183735
IT,124171,pre,True,0.23232188334541223,0.21395200254715144
IT,125171,post,False,0.2512175839398076,0.2646388092055452
IT,125171,post,True,0.23622441091975652,0.24012484004007612
IT,125171,pre,False,0.271793110168017,0.25459261242479875
IT,125171,pre,True,0.2943309198123466,0.2552551395105828
IT,125172,post,False,0.22567834386667823,0.2738283161977346
IT,125172,post,True,0.27929474243633184,0.21519577964706219
IT,125172,pre,False,0.21915155113218815,0.23260475489446786
IT,125172,pre,True,0.27433773957603813,0.21446640005562
IT,1121161,post,False,0.25892962849802537,0.24130164020112374
IT,1121161,post,True,0.2451259233064623,0.2524492785891811
IT,1121161,pre,False,0.2659235507645197,0.24007403038782157
IT,1121161,pre,True,0.2272380128180292,0.23649230647832117
IT,1130161,post,False,0.31271977896728936,0.24934362928215212
IT,1130161,post,True,0.2315295810225791,0.2909873974735039
IT,1130161,pre,False,0.2905201342036802,0.2168172868819303
IT,1130161,pre,True,0.22138612305927263,0.186571071060454
IT,1202161,post,False,0.24577009158760213,0.2510700054263763
IT,1202161,post,True,0.25502729042531425,0.22531276128780792
IT,1202161,pre,False,0.2338966137219735,0.2449005897188219
IT,1202161,pre,True,0.32203052303830926,0.2636085015465183
IT,1203161,post,False,0.23336996017377604,0.2396521569645135
