roi_formatted,subj,phase,trained,target_prob_raw,foil_prob_raw
ENT,110171,post,False,0.2477532859980418,0.3036670789424061
ENT,110171,post,True,0.30205280565550624,0.28128362614053154
ENT,110171,pre,False,0.25372417511976014,0.22301462249957898
ENT,110171,pre,True,0.2024163320244153,0.26783326676012686
ENT,110172,post,False,0.2687075943676377,0.22092901084746255
ENT,110172,post,True,0.26851589937085246,0.2253341430730098
ENT,110172,pre,False,0.28959710368739117,0.20987241150723954
ENT,110172,pre,True,0.22900638443763568,0.3074950042463393
ENT,111171,post,False,0.21765186693391053,0.2719285776780367
ENT,111171,post,True,0.25248329043490225,0.23748739726143678
ENT,111171,pre,False,0.2155353123638494,0.25579960361239407
ENT,111171,pre,True,0.22524832650075582,0.2359586781266756
ENT,112171,post,False,0.254795469663024,0.25522561242294073
ENT,112171,post,True,0.24852602624036585,0.26592793088879274
ENT,112171,pre,False,0.26746531221788705,0.2526634915673054
ENT,112171,pre,True,0.2626776471015049,0.24584797751501952
ENT,112172,post,False,0.20205897786869995,0.2876567830920759
ENT,112172,post,True,0.19095390714639524,0.3101251457390301
ENT,112172,pre,False,0.29055520446269034,0.21551683757819423
ENT,112172,pre,True,0.2373150864334852,0.2564426830472642
ENT,112173,post,False,0.2497159441538639,0.2798471282686784
ENT,112173,post,True,0.2756294281470156,0.24420671819384504
ENT,112173,pre,False,0.22855963625273185,0.3212002234088738
ENT,112173,pre,True,0.31042861754137496,0.22366074832076466
ENT,113171,post,False,0.2224104117962554,0.2889784326207788
ENT,113171,post,True,0.22959219271275977,0.2784731516775593
ENT,113171,pre,False,0.25826019083307306,0.2510301233188726
ENT,113171,pre,True,0.24598192252310264,0.23192271078670776
ENT,115174,post,False,0.2834453651934258,0.21981306307462734
ENT,115174,post,True,0.24423217274676423,0.2587803486622945
ENT,115174,pre,False,0.25193950779202395,0.24108732930797833
ENT,115174,pre,True,0.22925761867315445,0.29286724321924373
ENT,117171,post,False,0.22969578853205813,0.29890854714895143
ENT,117171,post,True,0.25078165342453873,0.28036133026095056
ENT,117171,pre,False,0.2315089289399918,0.27641034433223294
ENT,117171,pre,True,0.24080305250714762,0.2669498528505941
ENT,118171,post,False,0.2584283262300324,0.24520125495312425
ENT,118171,post,True,0.24514165295747237,0.25555680660456426
ENT,118171,pre,False,0.27091185813538954,0.2008482916441067
ENT,118171,pre,True,0.2605684187305261,0.21847292947504307
ENT,118172,post,False,0.1931320569765233,0.2955814168418676
ENT,118172,post,True,0.2390186167227613,0.23515846868990725
ENT,118172,pre,False,0.30045456674637877,0.19797687506480272
ENT,118172,pre,True,0.25178611160498354,0.25052275234788646
ENT,119171,post,False,0.2885703094883325,0.20555425789526277
ENT,119171,post,True,0.22562098786280993,0.2806015893357359
ENT,119171,pre,False,0.25853980454149605,0.20583093864572327
ENT,119171,pre,True,0.26189389618843545,0.2036048903581195
ENT,119172,post,False,0.219330778485197,0.2575712991848402
ENT,119172,post,True,0.20706029280374155,0.24990802986454552
ENT,119172,pre,False,0.24072837886169282,0.21397804678204696
ENT,119172,pre,True,0.26230642163861284,0.194017454536754
ENT,119173,post,False,0.2814512390152856,0.2658632827191168
ENT,119173,post,True,0.2730812201458115,0.25529816747884626
ENT,119173,pre,False,0.2511600072137138,0.22165763674109243
ENT,119173,pre,True,0.20154444512208966,0.2768965393171538
ENT,119174,post,False,0.23105678015960013,0.2688309114005108
ENT,119174,post,True,0.25376237037911764,0.2713765670455369
ENT,119174,pre,False,0.2729849493885829,0.25541040206508303
ENT,119174,pre,True,0.2701296216073724,0.24329348619437416
ENT,120171,post,False,0.2258801614385974,0.2825735792880908
ENT,120171,post,True,0.25211077529780124,0.24008733234375707
ENT,120171,pre,False,0.2504981644996282,0.29460572746508873
ENT,120171,pre,True,0.2600780425555283,0.25008887541123714
ENT,120172,post,False,0.270221987209741,0.2578543967654787
ENT,120172,post,True,0.3021126730593979,0.22982269362571625
ENT,120172,pre,False,0.24809996910816232,0.2412014992125938
ENT,120172,pre,True,0.23390093465840084,0.2156421128768385
ENT,120173,post,False,0.2815970517500538,0.2851412168391635
